blackbox_,learner_,rules_,coverage_,time_without_min,time_without_max,time_without_median,time_without_std,time_with_min,time_with_max,time_with_median,time_with_std,specificity_without_min,specificity_without_max,specificity_without_median,specificity_without_std,precision_without_min,precision_without_max,precision_without_median,precision_without_std,recall_without_min,recall_without_max,recall_without_median,recall_without_std,and_without_min,and_without_max,and_without_median,and_without_std,or_without_min,or_without_max,or_without_median,or_without_std,predicates_without_min,predicates_without_max,predicates_without_median,predicates_without_std,specificity_with_min,specificity_with_max,specificity_with_median,specificity_with_std,precision_with_min,precision_with_max,precision_with_median,precision_with_std,recall_with_min,recall_with_max,recall_with_median,recall_with_std,and_with_min,and_with_max,and_with_median,and_with_std,or_with_min,or_with_max,or_with_median,or_with_std,predicates_with_min,predicates_with_max,predicates_with_median,predicates_with_std,time_influential_min,time_influential_max,time_influential_median,time_influential_std,fscore_without_min,fscore_without_max,fscore_without_median,fscore_without_std,fscore_with_min,fscore_with_max,fscore_with_median,fscore_with_std
job,5,islearn,0.8,575.621,687.378,600.426,45.991,-1.0,-1.0,-1.0,0.0,0.181,0.259,0.201,0.032,0.213,0.242,0.226,0.013,0.801,0.843,0.808,0.018,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,0.992,1.42,1.007,0.21,0.25,0.281,0.264,0.014,-1.0,-1.0,-1.0,0.0
job,5,tree,0.3,1.215,1.352,1.237,0.058,1.215,1.352,1.238,0.058,0.876,0.908,0.885,0.013,0.466,0.493,0.473,0.012,0.32,0.384,0.378,0.026,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.876,0.908,0.885,0.013,0.466,0.493,0.473,0.012,0.32,0.384,0.378,0.026,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.975,1.421,1.397,0.192,0.442,0.465,0.451,0.009,0.442,0.465,0.451,0.009
job,5,tree,0.4,1.272,1.314,1.28,0.02,1.282,1.323,1.289,0.02,0.876,0.908,0.885,0.013,0.466,0.493,0.473,0.012,0.32,0.384,0.378,0.026,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.729,0.753,0.739,0.009,0.409,0.441,0.423,0.012,0.624,0.687,0.672,0.024,2,2,2.0,0.0,1,1,1.0,0.0,4,4,4.0,0.0,1.045,1.4,1.268,0.128,0.442,0.465,0.451,0.009,0.443,0.474,0.456,0.013
job,5,tree,0.5,1.144,1.28,1.226,0.05,1.153,1.29,1.236,0.051,0.876,0.908,0.885,0.013,0.466,0.493,0.473,0.012,0.32,0.384,0.378,0.026,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.729,0.753,0.739,0.009,0.409,0.441,0.423,0.012,0.624,0.687,0.672,0.024,2,2,2.0,0.0,1,1,1.0,0.0,4,4,4.0,0.0,1.053,1.406,1.11,0.177,0.442,0.465,0.451,0.009,0.443,0.474,0.456,0.013
job,5,tree,0.6,1.062,1.31,1.234,0.1,1.071,1.319,1.243,0.101,0.876,0.908,0.885,0.013,0.466,0.493,0.473,0.012,0.32,0.384,0.378,0.026,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.729,0.753,0.739,0.009,0.409,0.441,0.423,0.012,0.624,0.687,0.672,0.024,2,2,2.0,0.0,1,1,1.0,0.0,4,4,4.0,0.0,1.001,1.421,1.402,0.211,0.442,0.465,0.451,0.009,0.443,0.474,0.456,0.013
job,5,tree,0.7,1.146,1.26,1.196,0.042,1.168,1.285,1.222,0.043,0.876,0.908,0.885,0.013,0.466,0.493,0.473,0.012,0.32,0.384,0.378,0.026,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.638,0.717,0.667,0.029,0.368,0.422,0.382,0.022,0.714,0.755,0.741,0.016,3,4,3.0,0.447,2,3,2.0,0.447,6,8,6.0,0.894,1.057,1.32,1.248,0.115,0.442,0.465,0.451,0.009,0.41,0.46,0.423,0.021
job,5,tree,0.8,1.129,1.245,1.154,0.055,1.186,1.328,1.206,0.072,0.876,0.908,0.885,0.013,0.466,0.493,0.473,0.012,0.32,0.384,0.378,0.026,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.094,0.582,0.462,0.209,0.227,0.366,0.306,0.057,0.814,0.972,0.852,0.067,4,6,6.0,1.095,3,5,5.0,1.095,8,12,12.0,2.191,1.024,1.212,1.168,0.077,0.442,0.465,0.451,0.009,0.268,0.411,0.351,0.059
job,6,bayesian,0.6,192.211,239.486,234.511,20.861,393.791,1015.397,449.455,256.547,0.82,0.979,0.882,0.058,0.416,0.516,0.462,0.036,0.08,0.449,0.359,0.142,0,1,1.0,0.548,0,0,0.0,0.0,1,2,2.0,0.548,0.596,0.744,0.663,0.062,0.35,0.426,0.376,0.033,0.639,0.796,0.728,0.06,1,5,2.0,1.643,1,4,1.0,1.342,3,10,4.0,2.95,0.966,0.983,0.973,0.006,0.247,0.446,0.429,0.085,0.394,0.456,0.416,0.028
job,6,induction,0.6,52.066,78.977,76.591,11.113,121.854,148.187,132.633,11.121,0.875,0.881,0.879,0.002,0.469,0.485,0.475,0.007,0.381,0.392,0.387,0.005,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.517,0.646,0.616,0.061,0.287,0.337,0.317,0.02,0.61,0.718,0.623,0.051,0,0,0.0,0.0,1,1,1.0,0.0,2,2,2.0,0.0,0.994,1.395,1.371,0.21,0.449,0.46,0.456,0.005,0.325,0.371,0.351,0.018
job,6,islearn,0.6,805.337,945.595,926.619,56.902,-1.0,-1.0,-1.0,0.0,0.487,0.636,0.576,0.057,0.272,0.33,0.287,0.022,0.6,0.647,0.611,0.018,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,1.086,1.404,1.389,0.139,0.308,0.363,0.321,0.021,-1.0,-1.0,-1.0,0.0
job,6,tree,0.6,1.102,1.184,1.162,0.037,1.111,1.194,1.171,0.038,0.876,0.908,0.885,0.013,0.466,0.493,0.473,0.012,0.32,0.384,0.378,0.026,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.729,0.753,0.739,0.009,0.409,0.441,0.423,0.012,0.624,0.687,0.672,0.024,2,2,2.0,0.0,1,1,1.0,0.0,4,4,4.0,0.0,1.088,1.38,1.141,0.143,0.442,0.465,0.451,0.009,0.443,0.474,0.456,0.013
php,0,bayesian,0.3,152.438,260.195,202.727,42.967,202.727,797.037,366.656,220.645,0.75,0.991,0.94,0.109,0.07,0.224,0.103,0.066,0.027,0.392,0.082,0.15,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.106,0.877,0.744,0.302,0.069,0.154,0.103,0.041,0.326,0.926,0.472,0.242,1,4,2.0,1.095,0,3,1.0,1.095,2,8,4.0,2.191,-1.0,-1.0,-1.0,0.0,0.081,0.147,0.09,0.028,0.085,0.177,0.121,0.044
php,0,bayesian,0.4,144.639,269.891,209.19,51.509,333.938,1025.63,396.898,287.696,0.75,0.991,0.94,0.109,0.07,0.224,0.103,0.066,0.027,0.392,0.082,0.15,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.106,0.744,0.558,0.264,0.069,0.173,0.073,0.05,0.472,0.985,0.798,0.207,2,5,2.0,1.342,1,4,1.0,1.342,4,10,4.0,2.683,-1.0,-1.0,-1.0,0.0,0.081,0.147,0.09,0.028,0.085,0.207,0.088,0.058
php,0,bayesian,0.5,151.02,267.99,201.909,49.125,352.948,1032.508,453.503,277.737,0.75,0.991,0.94,0.109,0.07,0.224,0.103,0.066,0.027,0.392,0.082,0.15,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.106,0.744,0.453,0.26,0.069,0.173,0.118,0.046,0.663,0.99,0.926,0.14,2,5,2.0,1.304,1,4,1.0,1.304,4,10,4.0,2.608,-1.0,-1.0,-1.0,0.0,0.081,0.147,0.09,0.028,0.085,0.207,0.143,0.054
php,0,bayesian,0.6,150.504,274.003,203.874,49.532,339.203,1033.671,442.782,282.78,0.75,0.991,0.94,0.109,0.07,0.224,0.103,0.066,0.027,0.392,0.082,0.15,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.106,0.744,0.453,0.26,0.069,0.173,0.118,0.046,0.663,0.99,0.926,0.14,2,5,2.0,1.304,1,4,1.0,1.304,4,10,4.0,2.608,-1.0,-1.0,-1.0,0.0,0.081,0.147,0.09,0.028,0.085,0.207,0.143,0.054
php,0,bayesian,0.7,152.796,263.886,223.507,48.772,351.355,1020.711,566.643,263.993,0.75,0.991,0.94,0.109,0.07,0.224,0.103,0.066,0.027,0.392,0.082,0.15,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.106,0.668,0.453,0.24,0.069,0.173,0.118,0.049,0.798,0.99,0.938,0.078,2,5,3.0,1.225,1,4,2.0,1.225,4,10,6.0,2.449,-1.0,-1.0,-1.0,0.0,0.081,0.147,0.09,0.028,0.085,0.207,0.143,0.057
php,0,bayesian,0.8,150.607,265.774,205.259,48.286,354.251,1265.511,556.677,369.779,0.75,0.991,0.94,0.109,0.07,0.224,0.103,0.066,0.027,0.392,0.082,0.15,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.106,0.668,0.453,0.241,0.069,0.173,0.118,0.048,0.824,0.99,0.938,0.067,2,6,3.0,1.643,1,5,2.0,1.643,4,12,6.0,3.286,-1.0,-1.0,-1.0,0.0,0.081,0.147,0.09,0.028,0.085,0.207,0.143,0.057
php,0,induction,0.3,188.227,269.066,203.803,31.906,796.385,1992.228,1260.716,461.507,0.932,0.995,0.969,0.024,0.205,0.354,0.23,0.06,0.042,0.273,0.116,0.09,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.708,0.943,0.852,0.109,0.128,0.233,0.176,0.046,0.256,0.627,0.442,0.165,0,0,0.0,0.0,1,3,2.0,0.837,2,4,3.0,0.837,-1.0,-1.0,-1.0,0.0,0.142,0.237,0.178,0.035,0.152,0.237,0.2,0.039
php,0,induction,0.4,235.26,276.876,254.096,17.81,842.203,2070.109,1310.459,567.841,0.932,0.995,0.969,0.024,0.205,0.354,0.23,0.06,0.042,0.273,0.116,0.09,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.708,0.852,0.713,0.062,0.128,0.176,0.136,0.019,0.442,0.668,0.627,0.091,0,0,0.0,0.0,1,4,2.0,1.14,2,5,3.0,1.14,-1.0,-1.0,-1.0,0.0,0.142,0.237,0.178,0.035,0.152,0.2,0.162,0.019
php,0,induction,0.5,211.552,275.663,226.953,26.08,784.253,2034.776,1552.997,565.147,0.932,0.995,0.969,0.024,0.205,0.354,0.23,0.06,0.042,0.273,0.116,0.09,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.708,0.852,0.713,0.062,0.128,0.176,0.136,0.019,0.442,0.668,0.627,0.091,0,0,0.0,0.0,1,4,2.0,1.14,2,5,3.0,1.14,-1.0,-1.0,-1.0,0.0,0.142,0.237,0.178,0.035,0.152,0.2,0.162,0.019
php,0,induction,0.6,200.909,247.333,216.11,17.415,816.829,2051.458,1944.864,585.636,0.932,0.995,0.969,0.024,0.205,0.354,0.23,0.06,0.042,0.273,0.116,0.09,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.708,0.851,0.713,0.062,0.128,0.177,0.136,0.019,0.444,0.668,0.627,0.091,0,0,0.0,0.0,1,4,3.0,1.14,2,5,4.0,1.14,-1.0,-1.0,-1.0,0.0,0.142,0.237,0.178,0.035,0.152,0.201,0.162,0.019
php,0,induction,0.7,190.588,243.447,198.828,21.212,924.308,2050.386,1883.99,537.422,0.932,0.995,0.969,0.024,0.205,0.354,0.23,0.06,0.042,0.273,0.116,0.09,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.697,0.909,0.713,0.097,0.129,0.214,0.136,0.037,0.336,0.668,0.61,0.146,0,0,0.0,0.0,2,4,3.0,0.837,3,5,4.0,0.837,-1.0,-1.0,-1.0,0.0,0.142,0.237,0.178,0.035,0.154,0.231,0.162,0.033
php,0,induction,0.8,187.519,246.882,197.76,24.685,1181.511,2931.812,1982.666,663.549,0.932,0.995,0.969,0.024,0.205,0.354,0.23,0.06,0.042,0.273,0.116,0.09,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.697,0.849,0.71,0.064,0.129,0.178,0.137,0.019,0.457,0.668,0.655,0.09,0,0,0.0,0.0,2,4,3.0,0.837,3,5,4.0,0.837,-1.0,-1.0,-1.0,0.0,0.142,0.237,0.178,0.035,0.154,0.203,0.163,0.019
php,0,islearn,0.3,5813.852,6910.716,6458.809,396.091,-1.0,-1.0,-1.0,0.0,0.959,0.967,0.961,0.003,0.346,0.403,0.393,0.023,0.301,0.355,0.334,0.021,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.336,0.389,0.381,0.021,-1.0,-1.0,-1.0,0.0
php,0,islearn,0.4,5510.157,6447.085,6335.449,391.255,-1.0,-1.0,-1.0,0.0,0.943,0.952,0.947,0.004,0.342,0.384,0.355,0.016,0.41,0.427,0.415,0.007,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.354,0.389,0.367,0.013,-1.0,-1.0,-1.0,0.0
php,0,islearn,0.5,5290.182,6183.088,5897.541,347.876,-1.0,-1.0,-1.0,0.0,0.93,0.937,0.935,0.003,0.33,0.373,0.357,0.016,0.501,0.521,0.511,0.008,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.355,0.394,0.379,0.015,-1.0,-1.0,-1.0,0.0
php,0,islearn,0.6,4998.255,5773.497,5697.692,320.183,-1.0,-1.0,-1.0,0.0,0.885,0.894,0.892,0.004,0.279,0.318,0.296,0.016,0.64,0.677,0.654,0.017,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.314,0.355,0.334,0.017,-1.0,-1.0,-1.0,0.0
php,0,islearn,0.7,4815.458,5575.521,5348.221,280.921,-1.0,-1.0,-1.0,0.0,0.86,0.888,0.877,0.011,0.272,0.32,0.292,0.018,0.705,0.723,0.707,0.008,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.31,0.359,0.331,0.019,-1.0,-1.0,-1.0,0.0
php,0,islearn,0.8,4416.13,5207.166,4998.241,311.324,-1.0,-1.0,-1.0,0.0,0.843,0.859,0.845,0.008,0.27,0.294,0.28,0.009,0.801,0.839,0.817,0.015,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.312,0.337,0.322,0.009,-1.0,-1.0,-1.0,0.0
php,0,tree,0.3,0.852,0.965,0.907,0.044,0.852,0.965,0.907,0.044,0.915,0.939,0.921,0.01,0.313,0.366,0.34,0.019,0.464,0.567,0.554,0.043,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.915,0.939,0.921,0.01,0.313,0.366,0.34,0.019,0.464,0.567,0.554,0.043,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.344,0.389,0.368,0.017,0.344,0.389,0.368,0.017
php,0,tree,0.4,0.758,0.946,0.928,0.082,0.758,0.946,0.928,0.082,0.915,0.939,0.921,0.01,0.313,0.366,0.34,0.019,0.464,0.567,0.554,0.043,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.915,0.939,0.921,0.01,0.313,0.366,0.34,0.019,0.464,0.567,0.554,0.043,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.344,0.389,0.368,0.017,0.344,0.389,0.368,0.017
php,0,tree,0.5,0.749,1.016,0.882,0.112,0.749,1.016,0.882,0.117,0.915,0.939,0.921,0.01,0.313,0.366,0.34,0.019,0.464,0.567,0.554,0.043,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.881,0.935,0.92,0.02,0.312,0.366,0.339,0.023,0.521,0.79,0.564,0.108,1,2,1.0,0.447,0,1,0.0,0.447,2,4,2.0,0.894,-1.0,-1.0,-1.0,0.0,0.344,0.389,0.368,0.017,0.344,0.389,0.368,0.017
php,0,tree,0.6,0.685,0.886,0.773,0.08,0.71,0.912,0.799,0.081,0.915,0.939,0.921,0.01,0.313,0.366,0.34,0.019,0.464,0.567,0.554,0.043,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.858,0.904,0.881,0.017,0.309,0.357,0.316,0.02,0.724,0.884,0.79,0.063,2,2,2.0,0.0,1,1,1.0,0.0,4,4,4.0,0.0,-1.0,-1.0,-1.0,0.0,0.344,0.389,0.368,0.017,0.355,0.397,0.359,0.018
php,0,tree,0.7,0.615,0.899,0.848,0.111,0.642,0.925,0.874,0.11,0.915,0.939,0.921,0.01,0.313,0.366,0.34,0.019,0.464,0.567,0.554,0.043,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.858,0.904,0.881,0.017,0.309,0.357,0.316,0.02,0.724,0.884,0.79,0.063,2,2,2.0,0.0,1,1,1.0,0.0,4,4,4.0,0.0,-1.0,-1.0,-1.0,0.0,0.344,0.389,0.368,0.017,0.355,0.397,0.359,0.018
php,0,tree,0.8,0.777,1.009,0.834,0.093,0.815,1.069,0.888,0.1,0.915,0.939,0.921,0.01,0.313,0.366,0.34,0.019,0.464,0.567,0.554,0.043,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.847,0.87,0.864,0.009,0.291,0.328,0.318,0.015,0.854,0.92,0.891,0.025,2,3,3.0,0.548,1,2,2.0,0.548,4,6,6.0,1.095,-1.0,-1.0,-1.0,0.0,0.344,0.389,0.368,0.017,0.337,0.376,0.365,0.015
php,2,bayesian,0.6,174.519,188.768,178.388,5.305,174.519,628.19,178.39,202.672,0.005,0.959,0.808,0.393,0.069,0.315,0.261,0.095,0.189,0.998,0.983,0.362,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.005,0.808,0.798,0.354,0.069,0.273,0.254,0.085,0.983,0.998,0.992,0.006,0,2,1.0,0.837,0,2,0.0,0.894,1,5,2.0,1.643,1.309,1.383,1.337,0.029,0.085,0.345,0.306,0.105,0.085,0.319,0.298,0.097
php,2,induction,0.6,15.519,23.879,18.618,3.402,79.806,221.086,136.439,52.695,0.862,0.995,0.969,0.059,0.182,0.354,0.205,0.071,0.042,0.436,0.117,0.171,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.764,0.898,0.896,0.059,0.167,0.225,0.209,0.024,0.288,0.6,0.358,0.125,0,0,0.0,0.0,1,3,2.0,0.707,2,4,3.0,0.707,1.367,1.755,1.654,0.161,0.142,0.214,0.178,0.028,0.195,0.244,0.224,0.022
php,2,islearn,0.6,87.932,148.523,105.3,24.739,-1.0,-1.0,-1.0,0.0,0.814,0.879,0.842,0.026,0.256,0.299,0.27,0.018,0.695,0.94,0.832,0.098,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,1.374,1.699,1.43,0.147,0.3,0.337,0.313,0.015,-1.0,-1.0,-1.0,0.0
php,2,tree,0.6,1.555,1.698,1.609,0.059,1.563,1.706,1.617,0.059,0.911,0.921,0.916,0.004,0.313,0.344,0.317,0.015,0.554,0.573,0.567,0.007,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.822,0.908,0.899,0.041,0.273,0.342,0.321,0.033,0.649,0.943,0.679,0.141,2,2,2.0,0.0,1,1,1.0,0.0,4,4,4.0,0.0,1.486,1.724,1.683,0.108,0.344,0.373,0.348,0.013,0.317,0.378,0.357,0.029
php,3,bayesian,0.6,192.682,211.101,206.926,7.185,202.33,670.79,384.198,190.599,0.809,0.951,0.898,0.064,0.187,0.318,0.264,0.051,0.18,0.992,0.565,0.372,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.76,0.812,0.797,0.021,0.229,0.274,0.26,0.017,0.983,0.993,0.987,0.005,0,3,2.0,1.14,0,2,1.0,0.837,1,6,4.0,1.949,1.311,1.388,1.336,0.031,0.204,0.348,0.309,0.067,0.271,0.32,0.305,0.019
php,3,induction,0.6,31.713,42.602,38.937,4.268,164.891,642.425,234.706,196.505,0.897,0.995,0.969,0.043,0.182,0.354,0.217,0.068,0.042,0.31,0.117,0.126,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.726,0.897,0.829,0.068,0.144,0.183,0.155,0.017,0.31,0.655,0.509,0.135,0,0,0.0,0.0,1,4,2.0,1.225,2,5,3.0,1.225,1.362,1.797,1.523,0.193,0.142,0.229,0.178,0.033,0.17,0.202,0.178,0.014
php,3,islearn,0.6,241.365,338.795,266.158,39.701,-1.0,-1.0,-1.0,0.0,0.85,0.894,0.875,0.016,0.258,0.312,0.261,0.026,0.61,0.772,0.671,0.06,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,1.54,1.757,1.614,0.093,0.292,0.348,0.3,0.026,-1.0,-1.0,-1.0,0.0
php,3,tree,0.6,1.519,1.648,1.608,0.055,1.528,1.659,1.618,0.056,0.911,0.921,0.916,0.004,0.313,0.344,0.317,0.015,0.554,0.573,0.567,0.007,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.812,0.908,0.902,0.041,0.262,0.342,0.326,0.031,0.642,0.979,0.664,0.15,2,2,2.0,0.0,1,1,1.0,0.0,4,4,4.0,0.0,1.405,1.682,1.443,0.14,0.344,0.373,0.348,0.013,0.307,0.378,0.364,0.028
php,4,bayesian,0.6,156.425,215.015,200.439,24.322,174.731,959.736,364.124,317.473,0.798,0.951,0.917,0.074,0.2,0.317,0.261,0.046,0.18,0.993,0.567,0.404,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.001,0.812,0.798,0.358,0.068,0.265,0.259,0.086,0.983,1.0,0.99,0.006,1,5,2.0,1.643,0,4,1.0,1.643,2,10,4.0,3.286,1.305,1.387,1.331,0.032,0.197,0.348,0.306,0.067,0.084,0.31,0.304,0.099
php,4,induction,0.6,50.428,61.888,58.485,4.834,190.861,785.175,314.609,282.908,0.713,0.995,0.932,0.115,0.127,0.354,0.23,0.085,0.042,0.614,0.273,0.231,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.697,0.829,0.725,0.052,0.129,0.176,0.145,0.018,0.509,0.668,0.655,0.067,0,0,0.0,0.0,1,4,2.0,1.517,2,5,3.0,1.517,1.486,1.812,1.697,0.127,0.142,0.237,0.163,0.039,0.154,0.202,0.171,0.018
php,4,islearn,0.6,476.774,598.318,487.045,50.441,-1.0,-1.0,-1.0,0.0,0.852,0.895,0.892,0.018,0.243,0.312,0.276,0.029,0.606,0.697,0.614,0.039,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,1.39,1.754,1.433,0.151,0.279,0.348,0.31,0.029,-1.0,-1.0,-1.0,0.0
php,4,tree,0.6,1.572,1.686,1.638,0.041,1.582,1.697,1.648,0.042,0.915,0.973,0.92,0.025,0.313,0.387,0.339,0.03,0.237,0.567,0.564,0.146,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.812,0.907,0.897,0.039,0.262,0.342,0.324,0.031,0.652,0.979,0.686,0.141,2,2,2.0,0.0,1,1,1.0,0.0,4,4,4.0,0.0,1.425,1.737,1.61,0.123,0.344,0.373,0.347,0.014,0.307,0.378,0.362,0.028
php,5,bayesian,0.3,142.705,235.87,190.581,33.133,190.581,605.661,364.372,163.718,0.813,0.991,0.947,0.068,0.21,0.317,0.263,0.043,0.047,0.982,0.204,0.385,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.003,0.917,0.795,0.37,0.069,0.317,0.258,0.099,0.565,1.0,0.982,0.209,1,3,1.0,0.894,0,2,1.0,0.837,2,6,3.0,1.673,1.303,1.385,1.331,0.032,0.138,0.348,0.217,0.086,0.085,0.348,0.303,0.108
php,5,bayesian,0.4,138.526,223.012,185.669,30.208,185.669,604.423,358.256,166.566,0.813,0.991,0.947,0.068,0.21,0.317,0.263,0.043,0.047,0.982,0.204,0.385,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.003,0.917,0.795,0.37,0.069,0.317,0.258,0.099,0.565,1.0,0.982,0.209,1,3,1.0,0.894,0,2,1.0,0.837,2,6,3.0,1.673,1.304,1.389,1.334,0.034,0.138,0.348,0.217,0.086,0.085,0.348,0.303,0.108
php,5,bayesian,0.5,134.139,233.224,182.566,35.929,182.566,616.582,351.705,169.914,0.813,0.991,0.947,0.068,0.21,0.317,0.263,0.043,0.047,0.982,0.204,0.385,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.003,0.917,0.795,0.37,0.069,0.317,0.258,0.099,0.565,1.0,0.982,0.209,1,3,1.0,0.894,0,2,1.0,0.837,2,6,3.0,1.673,1.301,1.382,1.331,0.031,0.138,0.348,0.217,0.086,0.085,0.348,0.303,0.108
