blackbox_,learner_,rules_,coverage_,time_without_min,time_without_max,time_without_median,time_without_std,time_with_min,time_with_max,time_with_median,time_with_std,specificity_without_min,specificity_without_max,specificity_without_median,specificity_without_std,precision_without_min,precision_without_max,precision_without_median,precision_without_std,recall_without_min,recall_without_max,recall_without_median,recall_without_std,and_without_min,and_without_max,and_without_median,and_without_std,or_without_min,or_without_max,or_without_median,or_without_std,predicates_without_min,predicates_without_max,predicates_without_median,predicates_without_std,specificity_with_min,specificity_with_max,specificity_with_median,specificity_with_std,precision_with_min,precision_with_max,precision_with_median,precision_with_std,recall_with_min,recall_with_max,recall_with_median,recall_with_std,and_with_min,and_with_max,and_with_median,and_with_std,or_with_min,or_with_max,or_with_median,or_with_std,predicates_with_min,predicates_with_max,predicates_with_median,predicates_with_std,time_influential_min,time_influential_max,time_influential_median,time_influential_std,fscore_without_min,fscore_without_max,fscore_without_median,fscore_without_std,fscore_with_min,fscore_with_max,fscore_with_median,fscore_with_std
heartWT,6,islearn,0.6,13.069,14.251,13.661,0.512,-1.0,-1.0,-1.0,0.0,0.612,0.831,0.683,0.092,0.35,0.577,0.429,0.089,0.6,0.625,0.6,0.011,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,0.207,0.249,0.223,0.017,0.383,0.581,0.455,0.078,-1.0,-1.0,-1.0,0.0
heartWT,6,tree,0.6,0.228,0.239,0.234,0.005,0.238,0.253,0.249,0.006,0.862,1.0,1.0,0.073,0.55,1.0,1.0,0.231,0.13,0.56,0.267,0.207,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.677,0.967,0.871,0.122,0.455,0.905,0.591,0.177,0.625,0.92,0.65,0.126,1,3,2.0,0.707,1,3,2.0,0.837,4,7,4.0,1.304,0.209,0.23,0.215,0.008,0.428,0.646,0.55,0.085,0.484,0.833,0.602,0.133
hotel,0,bayesian,0.3,216.536,286.93,242.066,27.805,216.536,286.93,242.067,27.805,0.568,0.738,0.581,0.071,0.212,0.27,0.248,0.021,0.377,0.713,0.692,0.142,0,1,1.0,0.548,0,0,0.0,0.0,1,2,2.0,0.548,0.568,0.738,0.581,0.071,0.212,0.27,0.248,0.021,0.377,0.713,0.692,0.142,0,1,1.0,0.548,0,0,0.0,0.0,1,2,2.0,0.548,-1.0,-1.0,-1.0,0.0,0.232,0.307,0.285,0.028,0.232,0.307,0.285,0.028
hotel,0,bayesian,0.4,214.492,266.852,228.798,21.372,214.492,528.791,228.798,137.192,0.568,0.738,0.581,0.071,0.212,0.27,0.248,0.021,0.377,0.713,0.692,0.142,0,1,1.0,0.548,0,0,0.0,0.0,1,2,2.0,0.548,0.115,0.624,0.572,0.212,0.174,0.27,0.248,0.037,0.67,0.997,0.698,0.137,0,2,1.0,0.837,0,1,0.0,0.447,1,4,2.0,1.225,-1.0,-1.0,-1.0,0.0,0.232,0.307,0.285,0.028,0.208,0.307,0.285,0.038
hotel,0,bayesian,0.5,214.601,268.525,225.613,20.756,214.601,528.83,225.613,136.042,0.568,0.738,0.581,0.071,0.212,0.27,0.248,0.021,0.377,0.713,0.692,0.142,0,1,1.0,0.548,0,0,0.0,0.0,1,2,2.0,0.548,0.115,0.624,0.572,0.212,0.174,0.27,0.248,0.037,0.67,0.997,0.698,0.137,0,2,1.0,0.837,0,1,0.0,0.447,1,4,2.0,1.225,-1.0,-1.0,-1.0,0.0,0.232,0.307,0.285,0.028,0.208,0.307,0.285,0.038
hotel,0,bayesian,0.6,214.843,273.423,226.147,23.123,214.843,536.864,226.147,140.24,0.568,0.738,0.581,0.071,0.212,0.27,0.248,0.021,0.377,0.713,0.692,0.142,0,1,1.0,0.548,0,0,0.0,0.0,1,2,2.0,0.548,0.115,0.624,0.572,0.212,0.174,0.27,0.248,0.037,0.67,0.997,0.698,0.137,0,2,1.0,0.837,0,1,0.0,0.447,1,4,2.0,1.225,-1.0,-1.0,-1.0,0.0,0.232,0.307,0.285,0.028,0.208,0.307,0.285,0.038
hotel,0,bayesian,0.7,213.69,268.453,228.775,21.636,213.69,532.485,446.318,123.544,0.568,0.738,0.581,0.071,0.212,0.27,0.248,0.021,0.377,0.713,0.692,0.142,0,1,1.0,0.548,0,0,0.0,0.0,1,2,2.0,0.548,0.115,0.568,0.528,0.188,0.174,0.249,0.24,0.031,0.713,0.997,0.747,0.117,0,2,2.0,1.095,0,1,1.0,0.447,1,4,4.0,1.414,-1.0,-1.0,-1.0,0.0,0.232,0.307,0.285,0.028,0.208,0.286,0.278,0.033
hotel,0,bayesian,0.8,214.258,274.954,235.585,25.2,516.899,901.574,661.609,154.739,0.568,0.738,0.581,0.071,0.212,0.27,0.248,0.021,0.377,0.713,0.692,0.142,0,1,1.0,0.548,0,0,0.0,0.0,1,2,2.0,0.548,0.115,0.452,0.417,0.141,0.174,0.233,0.224,0.024,0.802,0.997,0.834,0.079,1,3,2.0,0.707,1,3,2.0,0.837,4,6,4.0,1.095,-1.0,-1.0,-1.0,0.0,0.232,0.307,0.285,0.028,0.208,0.272,0.262,0.026
hotel,0,induction,0.3,134.772,145.875,143.986,4.674,136.701,387.176,239.538,96.695,0.075,0.201,0.128,0.051,0.169,0.186,0.181,0.007,0.893,1.0,0.95,0.042,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.071,0.679,0.193,0.251,0.185,0.237,0.195,0.02,0.439,0.985,0.911,0.228,0,0,0.0,0.0,0,1,1.0,0.548,1,2,2.0,0.548,-1.0,-1.0,-1.0,0.0,0.202,0.221,0.215,0.008,0.221,0.261,0.232,0.015
hotel,0,induction,0.4,142.08,195.247,148.818,21.781,136.605,373.971,224.33,92.139,0.075,0.201,0.128,0.051,0.169,0.186,0.181,0.007,0.893,1.0,0.95,0.042,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.071,0.679,0.193,0.251,0.185,0.237,0.195,0.02,0.439,0.985,0.911,0.228,0,0,0.0,0.0,0,1,1.0,0.548,1,2,2.0,0.548,-1.0,-1.0,-1.0,0.0,0.202,0.221,0.215,0.008,0.221,0.261,0.232,0.015
hotel,0,induction,0.5,121.198,165.429,133.546,20.654,127.552,611.954,220.054,193.15,0.075,0.201,0.128,0.051,0.169,0.186,0.181,0.007,0.893,1.0,0.95,0.042,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.071,0.525,0.193,0.185,0.185,0.225,0.195,0.015,0.612,0.985,0.911,0.153,0,0,0.0,0.0,0,2,1.0,0.837,1,3,2.0,0.837,-1.0,-1.0,-1.0,0.0,0.202,0.221,0.215,0.008,0.221,0.258,0.232,0.014
hotel,0,induction,0.6,134.215,154.431,141.928,8.445,134.94,624.126,253.632,194.311,0.075,0.201,0.128,0.051,0.169,0.186,0.181,0.007,0.893,1.0,0.95,0.042,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.071,0.525,0.193,0.185,0.185,0.225,0.195,0.015,0.612,0.985,0.911,0.153,0,0,0.0,0.0,0,2,1.0,0.837,1,3,2.0,0.837,-1.0,-1.0,-1.0,0.0,0.202,0.221,0.215,0.008,0.221,0.258,0.232,0.014
hotel,0,induction,0.7,138.83,192.622,156.904,21.924,149.06,662.417,224.358,209.928,0.075,0.201,0.128,0.051,0.169,0.186,0.181,0.007,0.893,1.0,0.95,0.042,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.054,0.198,0.074,0.071,0.185,0.202,0.195,0.006,0.871,0.985,0.978,0.051,0,0,0.0,0.0,0,1,1.0,0.548,1,2,2.0,0.548,-1.0,-1.0,-1.0,0.0,0.202,0.221,0.215,0.008,0.221,0.239,0.232,0.007
hotel,0,induction,0.8,123.69,181.438,145.466,22.55,138.81,582.396,228.662,173.992,0.075,0.201,0.128,0.051,0.169,0.186,0.181,0.007,0.893,1.0,0.95,0.042,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.047,0.198,0.186,0.073,0.185,0.202,0.194,0.006,0.871,0.985,0.911,0.054,0,0,0.0,0.0,0,1,0.0,0.548,1,2,1.0,0.548,-1.0,-1.0,-1.0,0.0,0.202,0.221,0.215,0.008,0.221,0.239,0.231,0.006
hotel,0,islearn,0.3,5681.147,5928.437,5786.023,110.22,-1.0,-1.0,-1.0,0.0,0.787,0.812,0.801,0.01,0.223,0.255,0.238,0.013,0.301,0.343,0.311,0.017,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.236,0.265,0.248,0.013,-1.0,-1.0,-1.0,0.0
hotel,0,islearn,0.4,5286.534,5801.935,5566.572,190.821,-1.0,-1.0,-1.0,0.0,0.707,0.747,0.738,0.016,0.217,0.251,0.246,0.015,0.404,0.437,0.407,0.015,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.239,0.274,0.267,0.016,-1.0,-1.0,-1.0,0.0
hotel,0,islearn,0.5,4895.207,5479.969,5338.519,230.97,-1.0,-1.0,-1.0,0.0,0.597,0.646,0.635,0.019,0.205,0.224,0.217,0.007,0.502,0.532,0.508,0.012,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.233,0.252,0.245,0.007,-1.0,-1.0,-1.0,0.0
hotel,0,islearn,0.6,4853.279,5394.645,5064.902,235.775,-1.0,-1.0,-1.0,0.0,0.509,0.544,0.533,0.015,0.196,0.215,0.209,0.008,0.602,0.633,0.618,0.013,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.227,0.248,0.241,0.008,-1.0,-1.0,-1.0,0.0
hotel,0,islearn,0.7,4510.982,5098.255,4953.603,229.336,-1.0,-1.0,-1.0,0.0,0.418,0.482,0.454,0.025,0.187,0.215,0.209,0.011,0.702,0.716,0.711,0.006,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.219,0.25,0.243,0.012,-1.0,-1.0,-1.0,0.0
hotel,0,islearn,0.8,4261.918,4915.884,4770.873,297.906,-1.0,-1.0,-1.0,0.0,0.328,0.403,0.358,0.031,0.191,0.214,0.205,0.009,0.8,0.835,0.812,0.013,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.225,0.251,0.241,0.01,-1.0,-1.0,-1.0,0.0
hotel,0,tree,0.3,0.077,0.093,0.089,0.007,0.077,0.093,0.089,0.007,0.624,0.685,0.661,0.024,0.252,0.288,0.285,0.015,0.631,0.676,0.656,0.019,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.624,0.685,0.661,0.024,0.252,0.288,0.285,0.015,0.631,0.676,0.656,0.019,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.288,0.323,0.32,0.015,0.288,0.323,0.32,0.015
hotel,0,tree,0.4,0.082,0.098,0.087,0.006,0.082,0.098,0.087,0.006,0.624,0.685,0.661,0.024,0.252,0.288,0.285,0.015,0.631,0.676,0.656,0.019,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.624,0.685,0.661,0.024,0.252,0.288,0.285,0.015,0.631,0.676,0.656,0.019,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.288,0.323,0.32,0.015,0.288,0.323,0.32,0.015
hotel,0,tree,0.5,0.077,0.088,0.081,0.005,0.077,0.088,0.081,0.005,0.624,0.685,0.661,0.024,0.252,0.288,0.285,0.015,0.631,0.676,0.656,0.019,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.624,0.685,0.661,0.024,0.252,0.288,0.285,0.015,0.631,0.676,0.656,0.019,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.288,0.323,0.32,0.015,0.288,0.323,0.32,0.015
hotel,0,tree,0.6,0.07,0.087,0.074,0.006,0.07,0.087,0.074,0.006,0.624,0.685,0.661,0.024,0.252,0.288,0.285,0.015,0.631,0.676,0.656,0.019,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.624,0.685,0.661,0.024,0.252,0.288,0.285,0.015,0.631,0.676,0.656,0.019,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.288,0.323,0.32,0.015,0.288,0.323,0.32,0.015
hotel,0,tree,0.7,0.075,0.093,0.085,0.007,0.092,0.108,0.099,0.006,0.624,0.685,0.661,0.024,0.252,0.288,0.285,0.015,0.631,0.676,0.656,0.019,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.197,0.227,0.2,0.013,0.194,0.206,0.201,0.004,0.998,1.0,0.999,0.001,2,2,2.0,0.0,1,1,1.0,0.0,4,4,4.0,0.0,-1.0,-1.0,-1.0,0.0,0.288,0.323,0.32,0.015,0.231,0.245,0.239,0.005
hotel,0,tree,0.8,0.08,0.103,0.092,0.008,0.095,0.119,0.107,0.009,0.624,0.685,0.661,0.024,0.252,0.288,0.285,0.015,0.631,0.676,0.656,0.019,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.197,0.227,0.2,0.013,0.194,0.206,0.201,0.004,0.998,1.0,0.999,0.001,2,2,2.0,0.0,1,1,1.0,0.0,4,4,4.0,0.0,-1.0,-1.0,-1.0,0.0,0.288,0.323,0.32,0.015,0.231,0.245,0.239,0.005
hotel,2,bayesian,0.6,161.737,224.644,195.302,22.598,161.738,417.307,394.627,105.025,0.234,0.763,0.661,0.218,0.153,0.228,0.214,0.03,0.331,0.685,0.46,0.146,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.234,0.477,0.373,0.094,0.153,0.21,0.195,0.022,0.685,0.851,0.732,0.072,0,2,2.0,0.894,0,1,1.0,0.447,1,4,4.0,1.342,1.075,1.115,1.091,0.015,0.181,0.244,0.234,0.026,0.181,0.244,0.231,0.025
hotel,2,induction,0.6,21.869,33.655,27.79,4.332,28.253,52.977,31.932,10.157,0.249,0.514,0.506,0.137,0.184,0.204,0.189,0.01,0.604,0.836,0.623,0.122,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.249,0.506,0.256,0.112,0.204,0.226,0.212,0.008,0.612,0.822,0.819,0.092,0,0,0.0,0.0,0,1,1.0,0.548,1,2,2.0,0.548,1.125,1.557,1.208,0.211,0.218,0.235,0.219,0.009,0.24,0.259,0.249,0.007
hotel,2,islearn,0.6,201.231,226.768,216.248,11.924,-1.0,-1.0,-1.0,0.0,0.21,0.513,0.481,0.125,0.173,0.215,0.194,0.019,0.618,0.884,0.64,0.114,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,1.166,1.577,1.568,0.179,0.203,0.248,0.225,0.019,-1.0,-1.0,-1.0,0.0
hotel,2,tree,0.6,1.242,1.515,1.392,0.121,1.242,1.515,1.392,0.121,0.295,0.355,0.339,0.022,0.194,0.212,0.203,0.007,0.833,0.88,0.85,0.019,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.295,0.355,0.339,0.022,0.194,0.212,0.203,0.007,0.833,0.88,0.85,0.019,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,1.11,1.579,1.545,0.239,0.229,0.249,0.239,0.008,0.229,0.249,0.239,0.008
hotel,3,bayesian,0.6,183.589,222.752,186.48,20.613,186.481,561.732,417.717,135.519,0.316,0.832,0.707,0.201,0.197,0.231,0.205,0.014,0.242,0.831,0.403,0.225,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.245,0.414,0.34,0.071,0.181,0.198,0.196,0.007,0.696,0.884,0.763,0.077,1,3,2.0,0.707,0,2,1.0,0.707,2,6,4.0,1.414,1.074,1.107,1.09,0.012,0.227,0.233,0.232,0.003,0.212,0.232,0.232,0.009
hotel,3,induction,0.6,26.012,39.571,35.723,6.35,27.583,54.241,49.272,12.455,0.249,0.514,0.506,0.137,0.184,0.204,0.189,0.01,0.604,0.836,0.623,0.122,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.249,0.506,0.273,0.121,0.196,0.22,0.202,0.011,0.618,0.826,0.812,0.103,0,1,0.0,0.447,0,1,1.0,0.548,1,3,2.0,0.837,1.199,1.567,1.497,0.15,0.218,0.235,0.219,0.009,0.231,0.254,0.238,0.01
hotel,3,islearn,0.6,410.524,445.563,437.617,14.344,-1.0,-1.0,-1.0,0.0,0.352,0.464,0.457,0.047,0.174,0.201,0.188,0.012,0.601,0.731,0.647,0.05,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,1.113,1.171,1.145,0.024,0.205,0.233,0.219,0.014,-1.0,-1.0,-1.0,0.0
hotel,3,tree,0.6,1.3,1.525,1.417,0.088,1.3,1.525,1.417,0.088,0.295,0.355,0.339,0.022,0.194,0.212,0.203,0.007,0.833,0.88,0.85,0.019,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.295,0.355,0.339,0.022,0.194,0.212,0.203,0.007,0.833,0.88,0.85,0.019,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,1.156,1.578,1.516,0.176,0.229,0.249,0.239,0.008,0.229,0.249,0.239,0.008
hotel,4,bayesian,0.6,196.112,226.656,203.186,13.392,199.268,610.238,463.836,159.072,0.543,0.777,0.639,0.11,0.192,0.23,0.213,0.014,0.321,0.616,0.476,0.122,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.262,0.543,0.399,0.103,0.18,0.213,0.197,0.013,0.616,0.863,0.708,0.094,1,3,2.0,0.837,0,2,1.0,0.837,2,6,4.0,1.673,1.08,1.112,1.092,0.012,0.219,0.245,0.237,0.01,0.212,0.245,0.23,0.013
hotel,4,induction,0.6,30.821,43.952,39.965,5.633,45.73,64.919,60.597,9.127,0.262,0.514,0.304,0.128,0.185,0.204,0.188,0.008,0.604,0.847,0.782,0.12,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.249,0.273,0.262,0.011,0.196,0.208,0.202,0.005,0.812,0.838,0.826,0.009,0,0,0.0,0.0,0,1,0.0,0.447,1,2,1.0,0.447,1.126,1.362,1.156,0.118,0.218,0.235,0.219,0.007,0.231,0.245,0.238,0.006
hotel,4,islearn,0.6,662.277,746.861,723.103,41.788,-1.0,-1.0,-1.0,0.0,0.461,0.525,0.5,0.027,0.188,0.212,0.202,0.009,0.607,0.695,0.63,0.035,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,1.132,1.57,1.512,0.179,0.218,0.245,0.233,0.011,-1.0,-1.0,-1.0,0.0
hotel,4,tree,0.6,1.207,1.368,1.278,0.068,1.207,1.368,1.278,0.068,0.295,0.355,0.339,0.022,0.194,0.212,0.203,0.007,0.833,0.88,0.85,0.019,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.295,0.355,0.339,0.022,0.194,0.212,0.203,0.007,0.833,0.88,0.85,0.019,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,1.123,1.288,1.172,0.061,0.229,0.249,0.239,0.008,0.229,0.249,0.239,0.008
hotel,5,bayesian,0.3,150.964,235.854,221.717,35.389,150.965,450.579,221.717,113.812,0.515,0.817,0.711,0.12,0.188,0.23,0.212,0.015,0.272,0.556,0.39,0.116,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.515,0.789,0.655,0.117,0.188,0.23,0.212,0.017,0.303,0.599,0.459,0.12,1,2,1.0,0.447,0,1,0.0,0.447,2,4,2.0,0.894,1.078,1.111,1.09,0.013,0.217,0.242,0.233,0.01,0.217,0.242,0.233,0.01
hotel,5,bayesian,0.4,145.433,240.702,220.229,37.588,145.433,458.207,445.56,150.098,0.515,0.817,0.711,0.12,0.188,0.23,0.212,0.015,0.272,0.556,0.39,0.116,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.37,0.655,0.515,0.115,0.188,0.212,0.196,0.009,0.459,0.756,0.599,0.124,1,2,2.0,0.548,0,1,1.0,0.548,2,4,4.0,1.095,1.077,1.105,1.088,0.012,0.217,0.242,0.233,0.01,0.217,0.238,0.23,0.008
hotel,5,bayesian,0.5,152.187,234.381,218.855,33.558,218.855,452.172,437.376,103.256,0.515,0.817,0.711,0.12,0.188,0.23,0.212,0.015,0.272,0.556,0.39,0.116,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.335,0.534,0.398,0.089,0.188,0.2,0.193,0.004,0.556,0.788,0.733,0.102,1,2,2.0,0.447,0,1,1.0,0.447,2,4,4.0,0.894,1.075,1.106,1.087,0.012,0.217,0.242,0.233,0.01,0.217,0.234,0.227,0.007
hotel,5,bayesian,0.6,146.617,239.194,215.807,36.63,314.249,676.819,437.368,134.115,0.515,0.817,0.711,0.12,0.188,0.23,0.212,0.015,0.272,0.556,0.39,0.116,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.192,0.398,0.335,0.091,0.175,0.2,0.193,0.011,0.733,0.918,0.788,0.075,2,3,2.0,0.447,1,2,1.0,0.447,4,6,4.0,0.894,1.077,1.106,1.088,0.011,0.217,0.242,0.233,0.01,0.209,0.234,0.227,0.011
hotel,5,bayesian,0.7,152.811,246.044,220.588,36.582,318.065,692.915,443.627,138.733,0.515,0.817,0.711,0.12,0.188,0.23,0.212,0.015,0.272,0.556,0.39,0.116,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.192,0.398,0.335,0.091,0.175,0.2,0.193,0.011,0.733,0.918,0.788,0.075,2,3,2.0,0.447,1,2,1.0,0.447,4,6,4.0,0.894,1.075,1.109,1.089,0.013,0.217,0.242,0.233,0.01,0.209,0.234,0.227,0.011
hotel,5,bayesian,0.8,153.219,238.179,219.177,34.706,409.861,857.969,672.892,175.236,0.515,0.817,0.711,0.12,0.188,0.23,0.212,0.015,0.272,0.556,0.39,0.116,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.11,0.322,0.225,0.079,0.175,0.193,0.181,0.008,0.815,0.972,0.849,0.063,2,4,3.0,0.707,1,3,2.0,0.707,4,8,6.0,1.414,1.076,1.106,1.089,0.011,0.217,0.242,0.233,0.01,0.209,0.228,0.216,0.008
hotel,5,induction,0.3,39.726,59.467,45.613,8.05,58.539,105.649,70.103,21.147,0.256,0.514,0.273,0.109,0.185,0.191,0.188,0.003,0.606,0.847,0.829,0.101,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.202,0.745,0.461,0.251,0.199,0.24,0.206,0.021,0.384,0.87,0.672,0.23,0,1,0.0,0.447,0,2,1.0,0.707,1,3,2.0,0.837,1.116,1.568,1.299,0.211,0.218,0.226,0.219,0.003,0.235,0.259,0.239,0.012
hotel,5,induction,0.4,34.445,57.991,50.901,9.646,64.9,148.747,73.784,35.937,0.256,0.514,0.273,0.109,0.185,0.191,0.188,0.003,0.606,0.847,0.829,0.101,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.202,0.461,0.256,0.104,0.199,0.208,0.206,0.004,0.672,0.893,0.828,0.086,0,1,0.0,0.447,0,1,1.0,0.548,1,3,2.0,0.837,1.103,1.564,1.549,0.232,0.218,0.226,0.219,0.003,0.235,0.245,0.239,0.004
hotel,5,induction,0.5,35.904,58.787,44.813,9.154,58.748,147.138,71.31,41.922,0.256,0.514,0.273,0.109,0.185,0.191,0.188,0.003,0.606,0.847,0.829,0.101,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.202,0.461,0.256,0.104,0.199,0.208,0.206,0.004,0.672,0.893,0.828,0.086,0,1,0.0,0.447,0,1,1.0,0.548,1,3,2.0,0.837,1.28,1.631,1.533,0.132,0.218,0.226,0.219,0.003,0.235,0.245,0.239,0.004
hotel,5,induction,0.6,35.497,54.791,49.317,8.68,61.642,151.827,69.048,43.945,0.256,0.514,0.273,0.109,0.185,0.191,0.188,0.003,0.606,0.847,0.829,0.101,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.202,0.461,0.256,0.104,0.199,0.208,0.206,0.004,0.672,0.893,0.828,0.086,0,1,0.0,0.447,0,1,1.0,0.548,1,3,2.0,0.837,1.133,1.573,1.523,0.232,0.218,0.226,0.219,0.003,0.235,0.245,0.239,0.004
hotel,5,induction,0.7,39.569,58.493,53.881,8.264,62.815,148.893,72.713,44.046,0.256,0.304,0.273,0.019,0.177,0.191,0.185,0.005,0.782,0.847,0.837,0.026,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.202,0.273,0.248,0.028,0.194,0.208,0.202,0.006,0.812,0.893,0.853,0.032,0,1,0.0,0.447,0,1,1.0,0.548,1,3,2.0,0.837,1.118,1.577,1.531,0.234,0.21,0.226,0.219,0.006,0.229,0.245,0.238,0.007
hotel,5,induction,0.8,38.601,54.687,46.421,7.232,61.123,149.633,68.378,43.544,0.249,0.273,0.262,0.011,0.177,0.191,0.185,0.005,0.829,0.847,0.837,0.007,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.202,0.273,0.248,0.028,0.194,0.208,0.202,0.006,0.812,0.893,0.853,0.032,0,1,0.0,0.447,0,1,1.0,0.548,1,3,2.0,0.837,1.118,1.581,1.538,0.194,0.21,0.226,0.219,0.006,0.229,0.245,0.238,0.007
