run,blackbox,model,learner,rules,coverage,seed,model_number,specificity_without,precision_without,recall_without,time_without,and_without,or_without,predicates_without,specificity_with,precision_with,recall_with,time_with,and_with,or_with,predicates_with,time_influential
3,job,rfc,0,islearn,0.7,56789012,5,0.319,0.224,0.704,3137.737,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,-1.0
3,job,rfc,0,islearn,0.8,12345678,1,0.282,0.249,0.803,2838.551,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,-1.0
3,job,rfc,0,islearn,0.8,23456789,2,0.31,0.251,0.8,3091.848,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,-1.0
3,job,rfc,0,islearn,0.8,34567890,3,0.285,0.235,0.804,2713.504,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,-1.0
3,job,rfc,0,islearn,0.8,45678901,4,0.211,0.239,0.864,2955.028,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,-1.0
3,job,rfc,0,islearn,0.8,56789012,5,0.217,0.222,0.802,3062.731,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,-1.0
3,job,rfc,0,tree,0.3,12345678,1,0.885,0.493,0.378,0.066,1,0,2,0.885,0.493,0.378,0.066,1,0,2,-1.0
3,job,rfc,0,tree,0.3,23456789,2,0.889,0.482,0.357,0.055,1,0,2,0.889,0.482,0.357,0.056,1,0,2,-1.0
3,job,rfc,0,tree,0.3,34567890,3,0.903,0.45,0.292,0.066,1,0,2,0.75,0.41,0.635,0.083,2,2,5,-1.0
3,job,rfc,0,tree,0.3,45678901,4,0.879,0.473,0.379,0.053,1,0,2,0.879,0.473,0.379,0.053,1,0,2,-1.0
3,job,rfc,0,tree,0.3,56789012,5,0.917,0.452,0.246,0.062,1,0,2,0.814,0.43,0.504,0.078,2,1,4,-1.0
3,job,rfc,0,tree,0.4,12345678,1,0.885,0.493,0.378,0.062,1,0,2,0.74,0.445,0.701,0.077,2,2,5,-1.0
3,job,rfc,0,tree,0.4,23456789,2,0.889,0.482,0.357,0.045,1,0,2,0.745,0.436,0.681,0.057,2,2,5,-1.0
3,job,rfc,0,tree,0.4,34567890,3,0.903,0.45,0.292,0.04,1,0,2,0.75,0.41,0.635,0.052,2,2,5,-1.0
3,job,rfc,0,tree,0.4,45678901,4,0.879,0.473,0.379,0.063,1,0,2,0.74,0.432,0.689,0.078,2,2,5,-1.0
3,job,rfc,0,tree,0.4,56789012,5,0.917,0.452,0.246,0.042,1,0,2,0.814,0.43,0.504,0.058,2,1,4,-1.0
3,job,rfc,0,tree,0.5,12345678,1,0.885,0.493,0.378,0.041,1,0,2,0.74,0.445,0.701,0.052,2,2,5,-1.0
3,job,rfc,0,tree,0.5,23456789,2,0.889,0.482,0.357,0.041,1,0,2,0.745,0.436,0.681,0.052,2,2,5,-1.0
3,job,rfc,0,tree,0.5,34567890,3,0.903,0.45,0.292,0.041,1,0,2,0.75,0.41,0.635,0.053,2,2,5,-1.0
3,job,rfc,0,tree,0.5,45678901,4,0.879,0.473,0.379,0.04,1,0,2,0.74,0.432,0.689,0.051,2,2,5,-1.0
3,job,rfc,0,tree,0.5,56789012,5,0.917,0.452,0.246,0.066,1,0,2,0.814,0.43,0.504,0.081,2,1,4,-1.0
3,job,rfc,0,tree,0.6,12345678,1,0.885,0.493,0.378,0.06,1,0,2,0.74,0.445,0.701,0.076,2,2,5,-1.0
3,job,rfc,0,tree,0.6,23456789,2,0.889,0.482,0.357,0.059,1,0,2,0.745,0.436,0.681,0.071,2,2,5,-1.0
3,job,rfc,0,tree,0.6,34567890,3,0.903,0.45,0.292,0.047,1,0,2,0.75,0.41,0.635,0.062,2,2,5,-1.0
3,job,rfc,0,tree,0.6,45678901,4,0.879,0.473,0.379,0.041,1,0,2,0.74,0.432,0.689,0.053,2,2,5,-1.0
3,job,rfc,0,tree,0.6,56789012,5,0.917,0.452,0.246,0.063,1,0,2,0.783,0.452,0.64,0.126,4,3,8,-1.0
3,job,rfc,0,tree,0.7,12345678,1,0.885,0.493,0.378,0.043,1,0,2,0.74,0.445,0.701,0.058,2,2,5,-1.0
3,job,rfc,0,tree,0.7,23456789,2,0.889,0.482,0.357,0.047,1,0,2,0.724,0.431,0.721,0.076,3,3,7,-1.0
3,job,rfc,0,tree,0.7,34567890,3,0.903,0.45,0.292,0.045,1,0,2,0.643,0.368,0.762,0.089,4,4,9,-1.0
3,job,rfc,0,tree,0.7,45678901,4,0.879,0.473,0.379,0.042,1,0,2,0.579,0.348,0.782,0.079,3,3,7,-1.0
3,job,rfc,0,tree,0.7,56789012,5,0.917,0.452,0.246,0.069,1,0,2,0.716,0.417,0.728,0.159,5,4,10,-1.0
3,job,rfc,0,tree,0.8,12345678,1,0.885,0.493,0.378,0.062,1,0,2,0.578,0.366,0.823,0.114,4,4,9,-1.0
3,job,rfc,0,tree,0.8,23456789,2,0.889,0.482,0.357,0.058,1,0,2,0.576,0.356,0.809,0.138,5,5,11,-1.0
3,job,rfc,0,tree,0.8,34567890,3,0.903,0.45,0.292,0.042,1,0,2,0.574,0.341,0.808,0.154,6,6,13,-1.0
3,job,rfc,0,tree,0.8,45678901,4,0.879,0.473,0.379,0.054,1,0,2,0.447,0.307,0.856,0.131,5,5,11,-1.0
3,job,rfc,0,tree,0.8,56789012,5,0.917,0.452,0.246,0.053,1,0,2,0.604,0.361,0.803,0.195,7,6,14,-1.0
3,job,rfc,2,bayesian,0.6,12345678,1,0.972,0.477,0.087,251.833,1,0,2,0.603,0.308,0.595,7350.634,35,34,70,0.981
3,job,rfc,2,bayesian,0.6,23456789,2,0.875,0.461,0.371,199.62,1,0,2,0.312,0.256,0.819,578.314,2,2,5,0.971
3,job,rfc,2,bayesian,0.6,34567890,3,0.883,0.468,0.376,170.598,1,0,2,0.339,0.252,0.816,758.317,4,3,8,0.975
3,job,rfc,2,bayesian,0.6,45678901,4,0.91,0.476,0.284,230.641,1,0,2,0.798,0.404,0.477,7382.661,36,36,73,0.978
3,job,rfc,2,bayesian,0.6,56789012,5,0.886,0.476,0.372,216.184,1,0,2,0.355,0.257,0.801,635.577,3,2,6,0.978
3,job,rfc,2,induction,0.6,12345678,1,0.88,0.485,0.381,4.963,0,0,1,0.809,0.438,0.333,17.743,0,1,2,1.06
3,job,rfc,2,induction,0.6,23456789,2,0.875,0.47,0.382,6.889,0,0,1,0.808,0.421,0.325,18.61,0,1,2,1.057
3,job,rfc,2,induction,0.6,34567890,3,0.881,0.469,0.387,7.227,0,0,1,0.815,0.431,0.33,24.328,0,1,2,1.061
3,job,rfc,2,induction,0.6,45678901,4,0.878,0.479,0.392,7.033,0,0,1,0.738,0.361,0.383,29.72,0,1,2,1.188
3,job,rfc,2,induction,0.6,56789012,5,0.879,0.475,0.392,13.58,0,0,1,0.811,0.418,0.333,39.633,0,1,2,0.997
3,job,rfc,2,islearn,0.6,12345678,1,0.173,0.246,0.908,205.835,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.41
3,job,rfc,2,islearn,0.6,23456789,2,0.418,0.244,0.647,247.746,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.398
3,job,rfc,2,islearn,0.6,34567890,3,0.467,0.256,0.671,215.266,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.995
3,job,rfc,2,islearn,0.6,45678901,4,0.476,0.249,0.607,237.294,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.999
3,job,rfc,2,islearn,0.6,56789012,5,0.468,0.242,0.608,208.54,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.326
3,job,rfc,2,tree,0.6,12345678,1,0.885,0.493,0.378,1.472,1,0,2,0.476,0.302,0.764,1.496,3,2,6,1.423
3,job,rfc,2,tree,0.6,23456789,2,0.876,0.472,0.384,1.024,1,0,2,0.506,0.295,0.716,1.042,3,2,6,0.993
3,job,rfc,2,tree,0.6,34567890,3,0.885,0.466,0.367,1.241,1,0,2,0.122,0.226,0.938,1.265,3,2,6,1.195
3,job,rfc,2,tree,0.6,45678901,4,0.879,0.473,0.379,1.441,1,0,2,0.148,0.237,0.922,1.464,3,2,6,1.391
3,job,rfc,2,tree,0.6,56789012,5,0.908,0.492,0.32,1.094,1,0,2,0.505,0.297,0.748,1.135,4,3,8,1.063
3,job,rfc,3,bayesian,0.6,12345678,1,0.973,0.476,0.084,207.369,1,0,2,0.633,0.34,0.637,644.177,3,2,6,1.012
3,job,rfc,3,bayesian,0.6,23456789,2,0.869,0.462,0.39,269.24,0,0,1,0.517,0.298,0.709,714.451,2,2,5,0.973
3,job,rfc,3,bayesian,0.6,34567890,3,0.979,0.544,0.091,176.148,1,0,2,0.546,0.295,0.696,563.939,3,2,6,0.969
3,job,rfc,3,bayesian,0.6,45678901,4,0.878,0.479,0.392,217.199,0,0,1,0.658,0.343,0.624,617.814,2,2,5,0.975
3,job,rfc,3,bayesian,0.6,56789012,5,0.88,0.477,0.392,238.161,1,0,2,0.631,0.332,0.658,708.421,3,2,6,0.967
3,job,rfc,3,induction,0.6,12345678,1,0.88,0.485,0.381,31.646,0,0,1,0.809,0.426,0.454,83.845,0,1,2,1.038
3,job,rfc,3,induction,0.6,23456789,2,0.875,0.47,0.382,30.529,0,0,1,0.808,0.421,0.46,80.415,0,1,2,0.983
3,job,rfc,3,induction,0.6,34567890,3,0.881,0.469,0.387,41.553,0,0,1,0.815,0.413,0.448,105.133,0,1,2,1.16
3,job,rfc,3,induction,0.6,45678901,4,0.878,0.479,0.392,41.844,0,0,1,0.738,0.369,0.518,93.552,0,1,2,1.41
3,job,rfc,3,induction,0.6,56789012,5,0.879,0.475,0.392,44.714,0,0,1,0.811,0.41,0.456,102.586,0,1,2,1.353
3,job,rfc,3,islearn,0.6,12345678,1,0.426,0.244,0.623,364.542,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.999
3,job,rfc,3,islearn,0.6,23456789,2,0.326,0.218,0.65,349.729,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.412
3,job,rfc,3,islearn,0.6,34567890,3,0.502,0.258,0.627,353.141,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.405
3,job,rfc,3,islearn,0.6,45678901,4,0.576,0.287,0.607,389.579,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.422
3,job,rfc,3,islearn,0.6,56789012,5,0.283,0.209,0.68,399.324,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.364
3,job,rfc,3,tree,0.6,12345678,1,0.885,0.493,0.378,1.481,1,0,2,0.554,0.322,0.713,1.506,3,2,6,1.426
3,job,rfc,3,tree,0.6,23456789,2,0.876,0.472,0.384,1.474,1,0,2,0.569,0.315,0.687,1.499,3,2,6,1.421
3,job,rfc,3,tree,0.6,34567890,3,0.885,0.466,0.367,1.43,1,0,2,0.122,0.226,0.938,1.456,3,2,6,1.378
3,job,rfc,3,tree,0.6,45678901,4,0.879,0.473,0.379,1.172,1,0,2,0.663,0.34,0.605,1.191,3,2,6,1.14
3,job,rfc,3,tree,0.6,56789012,5,0.908,0.492,0.32,1.295,1,0,2,0.604,0.325,0.684,1.332,4,3,8,1.263
3,job,rfc,4,bayesian,0.6,12345678,1,0.863,0.463,0.398,246.42,1,0,2,0.583,0.326,0.68,720.138,3,2,6,0.981
3,job,rfc,4,bayesian,0.6,23456789,2,0.902,0.459,0.288,220.397,1,0,2,0.597,0.316,0.644,603.902,3,2,6,0.969
3,job,rfc,4,bayesian,0.6,34567890,3,0.888,0.469,0.363,172.344,1,0,2,0.615,0.309,0.63,580.711,3,2,6,0.968
3,job,rfc,4,bayesian,0.6,45678901,4,0.877,0.478,0.393,216.851,1,0,2,0.567,0.311,0.681,610.886,3,2,6,0.976
3,job,rfc,4,bayesian,0.6,56789012,5,0.883,0.477,0.382,210.716,1,0,2,0.618,0.326,0.663,678.599,3,2,6,0.969
3,job,rfc,4,induction,0.6,12345678,1,0.88,0.485,0.381,72.506,0,0,1,0.616,0.324,0.612,132.112,0,1,2,1.027
3,job,rfc,4,induction,0.6,23456789,2,0.875,0.47,0.382,48.284,0,0,1,0.618,0.317,0.608,123.255,0,1,2,1.196
3,job,rfc,4,induction,0.6,34567890,3,0.881,0.469,0.387,72.878,0,0,1,0.517,0.288,0.692,134.716,0,1,2,1.367
3,job,rfc,4,induction,0.6,45678901,4,0.878,0.479,0.392,79.956,0,0,1,0.646,0.338,0.621,129.324,0,1,2,1.173
3,job,rfc,4,induction,0.6,56789012,5,0.879,0.475,0.392,69.369,0,0,1,0.517,0.298,0.714,150.403,0,1,2,1.19
3,job,rfc,4,islearn,0.6,12345678,1,0.449,0.244,0.601,540.979,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.197
3,job,rfc,4,islearn,0.6,23456789,2,0.434,0.238,0.61,476.886,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.323
3,job,rfc,4,islearn,0.6,34567890,3,0.502,0.258,0.627,498.501,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.999
3,job,rfc,4,islearn,0.6,45678901,4,0.443,0.241,0.618,522.742,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.395
3,job,rfc,4,islearn,0.6,56789012,5,0.458,0.236,0.6,583.53,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.356
3,job,rfc,4,tree,0.6,12345678,1,0.885,0.493,0.378,1.065,1,0,2,0.554,0.322,0.713,1.088,3,2,6,1.032
3,job,rfc,4,tree,0.6,23456789,2,0.876,0.472,0.384,1.429,1,0,2,0.569,0.315,0.687,1.453,3,2,6,1.38
3,job,rfc,4,tree,0.6,34567890,3,0.885,0.466,0.367,1.065,1,0,2,0.122,0.226,0.938,1.09,3,2,6,1.024
3,job,rfc,4,tree,0.6,45678901,4,0.879,0.473,0.379,1.069,1,0,2,0.663,0.34,0.605,1.089,3,2,6,1.034
3,job,rfc,4,tree,0.6,56789012,5,0.908,0.492,0.32,1.083,1,0,2,0.604,0.325,0.684,1.117,4,3,8,1.035
3,job,rfc,5,bayesian,0.3,12345678,1,0.88,0.484,0.378,217.064,1,0,2,0.88,0.484,0.378,217.065,1,0,2,0.986
3,job,rfc,5,bayesian,0.3,23456789,2,0.869,0.462,0.39,204.729,0,0,1,0.869,0.462,0.39,204.729,0,0,1,0.972
3,job,rfc,5,bayesian,0.3,34567890,3,0.882,0.472,0.387,216.098,1,0,2,0.882,0.472,0.387,216.098,1,0,2,0.968
3,job,rfc,5,bayesian,0.3,45678901,4,0.878,0.472,0.381,245.418,1,0,2,0.878,0.472,0.381,245.418,1,0,2,0.977
3,job,rfc,5,bayesian,0.3,56789012,5,0.883,0.477,0.382,213.01,1,0,2,0.883,0.477,0.382,213.01,1,0,2,0.969
3,job,rfc,5,bayesian,0.4,12345678,1,0.88,0.484,0.378,210.647,1,0,2,0.7,0.411,0.705,411.202,2,1,4,0.98
3,job,rfc,5,bayesian,0.4,23456789,2,0.869,0.462,0.39,201.797,0,0,1,0.672,0.394,0.737,376.185,1,1,3,0.972
3,job,rfc,5,bayesian,0.4,34567890,3,0.882,0.472,0.387,222.152,1,0,2,0.732,0.412,0.688,425.679,2,1,4,0.972
3,job,rfc,5,bayesian,0.4,45678901,4,0.878,0.472,0.381,239.769,1,0,2,0.738,0.423,0.669,463.328,2,1,4,0.982
3,job,rfc,5,bayesian,0.4,56789012,5,0.883,0.477,0.382,214.823,1,0,2,0.671,0.382,0.73,425.879,2,1,4,0.969
3,job,rfc,5,bayesian,0.5,12345678,1,0.88,0.484,0.378,218.635,1,0,2,0.7,0.411,0.705,421.12,2,1,4,0.986
3,job,rfc,5,bayesian,0.5,23456789,2,0.869,0.462,0.39,212.748,0,0,1,0.672,0.394,0.737,394.507,1,1,3,0.97
3,job,rfc,5,bayesian,0.5,34567890,3,0.882,0.472,0.387,216.685,1,0,2,0.732,0.412,0.688,409.739,2,1,4,0.969
3,job,rfc,5,bayesian,0.5,45678901,4,0.878,0.472,0.381,245.723,1,0,2,0.738,0.423,0.669,497.552,2,1,4,0.982
3,job,rfc,5,bayesian,0.5,56789012,5,0.883,0.477,0.382,208.799,1,0,2,0.671,0.382,0.73,417.275,2,1,4,0.969
3,job,rfc,5,bayesian,0.6,12345678,1,0.88,0.484,0.378,219.249,1,0,2,0.7,0.411,0.705,426.657,2,1,4,0.984
3,job,rfc,5,bayesian,0.6,23456789,2,0.869,0.462,0.39,236.659,0,0,1,0.672,0.394,0.737,436.85,1,1,3,0.973
3,job,rfc,5,bayesian,0.6,34567890,3,0.882,0.472,0.387,215.843,1,0,2,0.732,0.412,0.688,413.53,2,1,4,0.966
3,job,rfc,5,bayesian,0.6,45678901,4,0.878,0.472,0.381,276.343,1,0,2,0.738,0.423,0.669,520.949,2,1,4,0.984
3,job,rfc,5,bayesian,0.6,56789012,5,0.883,0.477,0.382,211.201,1,0,2,0.671,0.382,0.73,429.953,2,1,4,0.98
3,job,rfc,5,bayesian,0.7,12345678,1,0.88,0.484,0.378,236.056,1,0,2,0.7,0.411,0.705,466.83,2,1,4,0.983
3,job,rfc,5,bayesian,0.7,23456789,2,0.869,0.462,0.39,210.358,0,0,1,0.672,0.394,0.737,389.839,1,1,3,0.974
3,job,rfc,5,bayesian,0.7,34567890,3,0.882,0.472,0.387,210.585,1,0,2,0.705,0.403,0.731,578.667,3,2,6,0.969
3,job,rfc,5,bayesian,0.7,45678901,4,0.878,0.472,0.381,273.66,1,0,2,0.668,0.388,0.732,771.143,3,2,6,0.98
3,job,rfc,5,bayesian,0.7,56789012,5,0.883,0.477,0.382,211.911,1,0,2,0.671,0.382,0.73,425.114,2,1,4,0.968
3,job,rfc,5,bayesian,0.8,12345678,1,0.88,0.484,0.378,226.386,1,0,2,0.565,0.357,0.814,882.429,4,3,8,0.985
3,job,rfc,5,bayesian,0.8,23456789,2,0.869,0.462,0.39,223.486,0,0,1,0.545,0.344,0.823,1095.531,4,4,9,0.973
3,job,rfc,5,bayesian,0.8,34567890,3,0.882,0.472,0.387,214.036,1,0,2,0.587,0.346,0.801,1212.511,6,5,12,0.969
3,job,rfc,5,bayesian,0.8,45678901,4,0.878,0.472,0.381,258.875,1,0,2,0.559,0.343,0.804,1204.387,5,4,10,0.98
3,job,rfc,5,bayesian,0.8,56789012,5,0.883,0.477,0.382,213.644,1,0,2,0.467,0.308,0.851,1036.91,5,4,10,0.969
3,job,rfc,5,induction,0.3,12345678,1,0.88,0.485,0.381,62.313,0,0,1,0.809,0.424,0.468,121.772,0,1,2,1.068
3,job,rfc,5,induction,0.3,23456789,2,0.875,0.47,0.382,47.224,0,0,1,0.808,0.419,0.474,108.929,0,1,2,1.072
3,job,rfc,5,induction,0.3,34567890,3,0.881,0.469,0.387,101.549,0,0,1,0.815,0.411,0.466,172.892,0,1,2,1.311
3,job,rfc,5,induction,0.3,45678901,4,0.878,0.479,0.392,96.093,0,0,1,0.646,0.337,0.621,144.8,0,1,2,1.32
3,job,rfc,5,induction,0.3,56789012,5,0.879,0.475,0.392,118.453,0,0,1,0.811,0.412,0.473,166.645,0,1,2,1.233
3,job,rfc,5,induction,0.4,12345678,1,0.809,0.423,0.472,88.535,0,0,1,0.809,0.424,0.468,136.304,0,1,2,1.017
3,job,rfc,5,induction,0.4,23456789,2,0.808,0.418,0.477,54.359,0,0,1,0.808,0.419,0.474,110.124,0,1,2,1.411
3,job,rfc,5,induction,0.4,34567890,3,0.815,0.409,0.468,106.767,0,0,1,0.815,0.411,0.466,159.441,0,1,2,0.989
3,job,rfc,5,induction,0.4,45678901,4,0.805,0.408,0.468,108.876,0,0,1,0.646,0.337,0.621,164.982,0,1,2,1.412
3,job,rfc,5,induction,0.4,56789012,5,0.811,0.412,0.476,68.135,0,0,1,0.811,0.412,0.473,133.073,0,1,2,1.262
3,job,rfc,5,induction,0.5,12345678,1,0.747,0.383,0.529,68.449,0,0,1,0.616,0.323,0.612,130.568,0,1,2,1.403
3,job,rfc,5,induction,0.5,23456789,2,0.749,0.379,0.529,52.006,0,0,1,0.749,0.379,0.526,121.437,0,1,2,1.394
3,job,rfc,5,induction,0.5,34567890,3,0.754,0.37,0.53,86.272,0,0,1,0.517,0.287,0.695,134.75,0,1,2,1.407
3,job,rfc,5,induction,0.5,45678901,4,0.738,0.369,0.535,87.961,0,0,1,0.646,0.337,0.621,123.825,0,1,2,1.43
3,job,rfc,5,induction,0.5,56789012,5,0.749,0.374,0.538,71.336,0,0,1,0.517,0.297,0.717,140.241,0,1,2,1.411
3,job,rfc,5,induction,0.6,12345678,1,0.88,0.485,0.381,78.448,0,0,1,0.616,0.323,0.612,137.921,0,1,2,1.408
3,job,rfc,5,induction,0.6,23456789,2,0.875,0.47,0.382,51.46,0,0,1,0.618,0.317,0.61,129.177,0,1,2,1.028
3,job,rfc,5,induction,0.6,34567890,3,0.881,0.469,0.387,68.228,0,0,1,0.517,0.287,0.695,131.276,0,1,2,0.994
3,job,rfc,5,induction,0.6,45678901,4,0.878,0.479,0.392,73.509,0,0,1,0.646,0.337,0.621,123.624,0,1,2,1.283
3,job,rfc,5,induction,0.6,56789012,5,0.879,0.475,0.392,81.705,0,0,1,0.517,0.297,0.717,154.259,0,1,2,1.399
3,job,rfc,5,induction,0.7,12345678,1,0.88,0.485,0.381,83.922,0,0,1,0.513,0.307,0.713,134.534,0,1,2,1.184
3,job,rfc,5,induction,0.7,23456789,2,0.875,0.47,0.382,47.808,0,0,1,0.808,0.419,0.474,116.521,0,1,2,0.984
3,job,rfc,5,induction,0.7,34567890,3,0.881,0.469,0.387,71.292,0,0,1,0.485,0.283,0.727,134.858,0,1,2,1.402
3,job,rfc,5,induction,0.7,45678901,4,0.878,0.479,0.392,77.856,0,0,1,0.507,0.295,0.706,128.577,0,1,2,1.428
3,job,rfc,5,induction,0.7,56789012,5,0.879,0.475,0.392,75.061,0,0,1,0.517,0.297,0.717,138.631,0,1,2,1.414
3,job,rfc,5,induction,0.8,12345678,1,0.88,0.485,0.381,80.096,0,0,1,0.809,0.424,0.468,144.28,0,1,2,1.119
3,job,rfc,5,induction,0.8,23456789,2,0.875,0.47,0.382,49.249,0,0,1,0.808,0.419,0.474,115.391,0,1,2,0.999
3,job,rfc,5,induction,0.8,34567890,3,0.881,0.469,0.387,93.386,0,0,1,0.815,0.411,0.466,149.587,0,1,2,1.403
3,job,rfc,5,induction,0.8,45678901,4,0.878,0.479,0.392,74.843,0,0,1,0.646,0.337,0.621,142.164,0,1,2,1.048
3,job,rfc,5,induction,0.8,56789012,5,0.879,0.475,0.392,96.627,0,0,1,0.811,0.412,0.473,151.25,0,1,2,1.025
3,job,rfc,5,islearn,0.3,12345678,1,0.899,0.467,0.332,803.392,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.088
3,job,rfc,5,islearn,0.3,23456789,2,0.897,0.469,0.322,788.799,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.043
3,job,rfc,5,islearn,0.3,34567890,3,0.906,0.503,0.312,727.55,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.41
3,job,rfc,5,islearn,0.3,45678901,4,0.902,0.449,0.316,836.359,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.247
3,job,rfc,5,islearn,0.3,56789012,5,0.911,0.453,0.307,791.013,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.042
3,job,rfc,5,islearn,0.4,12345678,1,0.836,0.434,0.423,776.664,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.011
3,job,rfc,5,islearn,0.4,23456789,2,0.84,0.425,0.409,737.716,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.999
3,job,rfc,5,islearn,0.4,34567890,3,0.847,0.419,0.405,733.153,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.999
3,job,rfc,5,islearn,0.4,45678901,4,0.787,0.355,0.409,804.501,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.417
3,job,rfc,5,islearn,0.4,56789012,5,0.836,0.407,0.402,783.038,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.171
3,job,rfc,5,islearn,0.5,12345678,1,0.516,0.236,0.503,756.141,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.398
3,job,rfc,5,islearn,0.5,23456789,2,0.744,0.364,0.506,681.388,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.049
3,job,rfc,5,islearn,0.5,34567890,3,0.745,0.35,0.502,651.122,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.385
3,job,rfc,5,islearn,0.5,45678901,4,0.642,0.292,0.515,770.377,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.04
3,job,rfc,5,islearn,0.5,56789012,5,0.572,0.255,0.524,750.663,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.001
3,job,rfc,5,islearn,0.6,12345678,1,0.408,0.234,0.61,638.861,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.012
3,job,rfc,5,islearn,0.6,23456789,2,0.397,0.243,0.669,643.118,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.391
3,job,rfc,5,islearn,0.6,34567890,3,0.449,0.233,0.612,597.779,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.999
3,job,rfc,5,islearn,0.6,45678901,4,0.478,0.281,0.711,706.565,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.412
3,job,rfc,5,islearn,0.6,56789012,5,0.494,0.263,0.648,716.635,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.161
3,job,rfc,5,islearn,0.7,12345678,1,0.349,0.249,0.727,711.011,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.41
3,job,rfc,5,islearn,0.7,23456789,2,0.299,0.228,0.715,587.365,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.391
3,job,rfc,5,islearn,0.7,34567890,3,0.24,0.211,0.745,584.002,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.37
3,job,rfc,5,islearn,0.7,45678901,4,0.478,0.281,0.711,649.704,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.02
3,job,rfc,5,islearn,0.7,56789012,5,0.419,0.256,0.716,728.519,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.176
3,job,rfc,5,islearn,0.8,12345678,1,0.181,0.226,0.808,573.529,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.391
3,job,rfc,5,islearn,0.8,23456789,2,0.259,0.242,0.801,563.405,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.988
3,job,rfc,5,islearn,0.8,34567890,3,0.193,0.213,0.801,625.502,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.455
3,job,rfc,5,islearn,0.8,45678901,4,0.236,0.24,0.843,637.837,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.015
3,job,rfc,5,islearn,0.8,56789012,5,0.201,0.22,0.809,702.822,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.991
3,job,rfc,5,tree,0.3,12345678,1,0.885,0.493,0.378,1.148,1,0,2,0.885,0.493,0.378,1.148,1,0,2,1.118
3,job,rfc,5,tree,0.3,23456789,2,0.876,0.472,0.384,1.451,1,0,2,0.876,0.472,0.384,1.451,1,0,2,1.406
3,job,rfc,5,tree,0.3,34567890,3,0.885,0.466,0.367,1.01,1,0,2,0.885,0.466,0.367,1.01,1,0,2,0.982
3,job,rfc,5,tree,0.3,45678901,4,0.879,0.473,0.379,1.16,1,0,2,0.879,0.473,0.379,1.16,1,0,2,1.132
3,job,rfc,5,tree,0.3,56789012,5,0.908,0.492,0.32,1.137,1,0,2,0.908,0.492,0.32,1.137,1,0,2,1.106
3,job,rfc,5,tree,0.4,12345678,1,0.885,0.493,0.378,1.243,1,0,2,0.745,0.441,0.677,1.252,2,1,4,1.206
