blackbox,model,learner,rules,coverage,seed,model_number,time_without,time_with,specificity_without,precision_without,recall_without,and_without,or_without,predicates_without,specificity_with,precision_with,recall_with,and_with,or_with,predicates_with,time_influential,fscore_without,fscore_with
hotel,rfc,0,bayesian,0.3,23456789,2,221.389,221.389,0.572,0.248,0.698,1,0,2,0.572,0.248,0.698,1,0,2,-1.0,0.285,0.285
hotel,rfc,0,bayesian,0.3,34567890,3,242.738,242.738,0.624,0.27,0.67,1,0,2,0.624,0.27,0.67,1,0,2,-1.0,0.307,0.307
hotel,rfc,0,bayesian,0.3,45678901,4,242.066,242.067,0.581,0.248,0.692,0,0,1,0.581,0.248,0.692,0,0,1,-1.0,0.285,0.285
hotel,rfc,0,bayesian,0.3,56789012,5,216.536,216.536,0.568,0.249,0.713,0,0,1,0.568,0.249,0.713,0,0,1,-1.0,0.286,0.286
hotel,rfc,0,bayesian,0.4,12345678,1,266.852,528.791,0.738,0.212,0.377,1,0,2,0.115,0.174,0.997,2,1,4,-1.0,0.232,0.208
hotel,rfc,0,bayesian,0.4,23456789,2,214.492,214.492,0.572,0.248,0.698,1,0,2,0.572,0.248,0.698,1,0,2,-1.0,0.285,0.285
hotel,rfc,0,bayesian,0.4,34567890,3,232.129,232.129,0.624,0.27,0.67,1,0,2,0.624,0.27,0.67,1,0,2,-1.0,0.307,0.307
hotel,rfc,0,bayesian,0.4,45678901,4,228.798,228.798,0.581,0.248,0.692,0,0,1,0.581,0.248,0.692,0,0,1,-1.0,0.285,0.285
hotel,rfc,0,bayesian,0.4,56789012,5,214.757,214.757,0.568,0.249,0.713,0,0,1,0.568,0.249,0.713,0,0,1,-1.0,0.286,0.286
hotel,rfc,0,bayesian,0.5,12345678,1,268.525,528.83,0.738,0.212,0.377,1,0,2,0.115,0.174,0.997,2,1,4,-1.0,0.232,0.208
hotel,rfc,0,bayesian,0.5,23456789,2,214.601,214.601,0.572,0.248,0.698,1,0,2,0.572,0.248,0.698,1,0,2,-1.0,0.285,0.285
hotel,rfc,0,bayesian,0.5,34567890,3,235.192,235.192,0.624,0.27,0.67,1,0,2,0.624,0.27,0.67,1,0,2,-1.0,0.307,0.307
hotel,rfc,0,bayesian,0.5,45678901,4,224.86,224.86,0.581,0.248,0.692,0,0,1,0.581,0.248,0.692,0,0,1,-1.0,0.285,0.285
hotel,rfc,0,bayesian,0.5,56789012,5,225.613,225.613,0.568,0.249,0.713,0,0,1,0.568,0.249,0.713,0,0,1,-1.0,0.286,0.286
hotel,rfc,0,bayesian,0.6,12345678,1,273.423,536.864,0.738,0.212,0.377,1,0,2,0.115,0.174,0.997,2,1,4,-1.0,0.232,0.208
hotel,rfc,0,bayesian,0.6,23456789,2,221.698,221.698,0.572,0.248,0.698,1,0,2,0.572,0.248,0.698,1,0,2,-1.0,0.285,0.285
hotel,rfc,0,bayesian,0.6,34567890,3,226.147,226.147,0.624,0.27,0.67,1,0,2,0.624,0.27,0.67,1,0,2,-1.0,0.307,0.307
hotel,rfc,0,bayesian,0.6,45678901,4,231.63,231.63,0.581,0.248,0.692,0,0,1,0.581,0.248,0.692,0,0,1,-1.0,0.285,0.285
hotel,rfc,0,bayesian,0.6,56789012,5,214.843,214.843,0.568,0.249,0.713,0,0,1,0.568,0.249,0.713,0,0,1,-1.0,0.286,0.286
hotel,rfc,0,bayesian,0.7,12345678,1,268.453,532.485,0.738,0.212,0.377,1,0,2,0.115,0.174,0.997,2,1,4,-1.0,0.232,0.208
hotel,rfc,0,bayesian,0.7,23456789,2,218.059,436.959,0.572,0.248,0.698,1,0,2,0.55,0.246,0.728,2,1,4,-1.0,0.285,0.284
hotel,rfc,0,bayesian,0.7,34567890,3,234.436,490.238,0.624,0.27,0.67,1,0,2,0.452,0.233,0.802,2,1,4,-1.0,0.307,0.272
hotel,rfc,0,bayesian,0.7,45678901,4,228.775,446.318,0.581,0.248,0.692,0,0,1,0.528,0.24,0.747,0,1,2,-1.0,0.285,0.278
hotel,rfc,0,bayesian,0.7,56789012,5,213.69,213.69,0.568,0.249,0.713,0,0,1,0.568,0.249,0.713,0,0,1,-1.0,0.286,0.286
hotel,rfc,0,bayesian,0.8,12345678,1,274.954,544.392,0.738,0.212,0.377,1,0,2,0.115,0.174,0.997,2,1,4,-1.0,0.232,0.208
hotel,rfc,0,bayesian,0.8,23456789,2,214.258,661.609,0.572,0.248,0.698,1,0,2,0.445,0.229,0.813,3,2,6,-1.0,0.285,0.267
hotel,rfc,0,bayesian,0.8,34567890,3,252.098,516.899,0.624,0.27,0.67,1,0,2,0.452,0.233,0.802,2,1,4,-1.0,0.307,0.272
hotel,rfc,0,bayesian,0.8,45678901,4,235.585,901.574,0.581,0.248,0.692,0,0,1,0.376,0.217,0.868,2,3,6,-1.0,0.285,0.255
hotel,rfc,0,bayesian,0.8,56789012,5,217.737,723.509,0.568,0.249,0.713,0,0,1,0.417,0.224,0.834,1,2,4,-1.0,0.286,0.262
hotel,rfc,0,induction,0.3,12345678,1,134.772,239.538,0.127,0.169,0.95,0,0,1,0.074,0.185,0.985,0,0,1,-1.0,0.202,0.221
hotel,rfc,0,induction,0.3,23456789,2,139.047,173.284,0.186,0.181,0.893,0,0,1,0.071,0.195,0.98,0,1,2,-1.0,0.215,0.232
hotel,rfc,0,induction,0.3,34567890,3,144.812,387.176,0.075,0.184,1.0,0,0,1,0.679,0.237,0.439,0,1,2,-1.0,0.22,0.261
hotel,rfc,0,induction,0.3,45678901,4,145.875,136.701,0.128,0.18,0.958,0,0,1,0.193,0.193,0.871,0,0,1,-1.0,0.215,0.229
hotel,rfc,0,induction,0.3,56789012,5,143.986,264.846,0.201,0.186,0.91,0,0,1,0.198,0.202,0.911,0,1,2,-1.0,0.221,0.239
hotel,rfc,0,induction,0.4,12345678,1,144.857,224.33,0.127,0.169,0.95,0,0,1,0.074,0.185,0.985,0,0,1,-1.0,0.202,0.221
hotel,rfc,0,induction,0.4,23456789,2,195.247,171.773,0.186,0.181,0.893,0,0,1,0.071,0.195,0.98,0,1,2,-1.0,0.215,0.232
hotel,rfc,0,induction,0.4,34567890,3,157.916,373.971,0.075,0.184,1.0,0,0,1,0.679,0.237,0.439,0,1,2,-1.0,0.22,0.261
hotel,rfc,0,induction,0.4,45678901,4,142.08,136.605,0.128,0.18,0.958,0,0,1,0.193,0.193,0.871,0,0,1,-1.0,0.215,0.229
hotel,rfc,0,induction,0.4,56789012,5,148.818,264.255,0.201,0.186,0.91,0,0,1,0.198,0.202,0.911,0,1,2,-1.0,0.221,0.239
hotel,rfc,0,induction,0.5,12345678,1,121.198,220.054,0.127,0.169,0.95,0,0,1,0.074,0.185,0.985,0,0,1,-1.0,0.202,0.221
hotel,rfc,0,induction,0.5,23456789,2,158.944,175.797,0.186,0.181,0.893,0,0,1,0.071,0.195,0.98,0,1,2,-1.0,0.215,0.232
hotel,rfc,0,induction,0.5,34567890,3,165.429,611.954,0.075,0.184,1.0,0,0,1,0.525,0.225,0.612,0,2,3,-1.0,0.22,0.258
hotel,rfc,0,induction,0.5,45678901,4,133.546,127.552,0.128,0.18,0.958,0,0,1,0.193,0.193,0.871,0,0,1,-1.0,0.215,0.229
hotel,rfc,0,induction,0.5,56789012,5,122.5,241.993,0.201,0.186,0.91,0,0,1,0.198,0.202,0.911,0,1,2,-1.0,0.221,0.239
hotel,rfc,0,induction,0.6,12345678,1,138.219,256.486,0.127,0.169,0.95,0,0,1,0.074,0.185,0.985,0,0,1,-1.0,0.202,0.221
hotel,rfc,0,induction,0.6,23456789,2,150.564,176.418,0.186,0.181,0.893,0,0,1,0.071,0.195,0.98,0,1,2,-1.0,0.215,0.232
hotel,rfc,0,induction,0.6,34567890,3,154.431,624.126,0.075,0.184,1.0,0,0,1,0.525,0.225,0.612,0,2,3,-1.0,0.22,0.258
hotel,rfc,0,induction,0.6,45678901,4,141.928,134.94,0.128,0.18,0.958,0,0,1,0.193,0.193,0.871,0,0,1,-1.0,0.215,0.229
hotel,rfc,0,induction,0.6,56789012,5,134.215,253.632,0.201,0.186,0.91,0,0,1,0.198,0.202,0.911,0,1,2,-1.0,0.221,0.239
hotel,rfc,0,induction,0.7,12345678,1,138.83,224.358,0.127,0.169,0.95,0,0,1,0.074,0.185,0.985,0,0,1,-1.0,0.202,0.221
hotel,rfc,0,induction,0.7,23456789,2,192.622,181.518,0.186,0.181,0.893,0,0,1,0.071,0.195,0.98,0,1,2,-1.0,0.215,0.232
hotel,rfc,0,induction,0.7,34567890,3,172.674,662.417,0.075,0.184,1.0,0,0,1,0.054,0.196,0.978,0,1,2,-1.0,0.22,0.233
hotel,rfc,0,induction,0.7,45678901,4,156.904,149.06,0.128,0.18,0.958,0,0,1,0.193,0.193,0.871,0,0,1,-1.0,0.215,0.229
hotel,rfc,0,induction,0.7,56789012,5,144.321,248.818,0.201,0.186,0.91,0,0,1,0.198,0.202,0.911,0,1,2,-1.0,0.221,0.239
hotel,rfc,0,induction,0.8,12345678,1,129.364,228.662,0.127,0.169,0.95,0,0,1,0.074,0.185,0.985,0,0,1,-1.0,0.202,0.221
hotel,rfc,0,induction,0.8,23456789,2,181.438,199.552,0.186,0.181,0.893,0,0,1,0.186,0.195,0.877,0,0,1,-1.0,0.215,0.231
hotel,rfc,0,induction,0.8,34567890,3,148.028,582.396,0.075,0.184,1.0,0,0,1,0.047,0.194,0.978,0,1,2,-1.0,0.22,0.231
hotel,rfc,0,induction,0.8,45678901,4,145.466,138.81,0.128,0.18,0.958,0,0,1,0.193,0.193,0.871,0,0,1,-1.0,0.215,0.229
hotel,rfc,0,induction,0.8,56789012,5,123.69,255.265,0.201,0.186,0.91,0,0,1,0.198,0.202,0.911,0,1,2,-1.0,0.221,0.239
hotel,rfc,0,islearn,0.3,12345678,1,5681.147,-1.0,0.801,0.228,0.314,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.241,-1.0
hotel,rfc,0,islearn,0.3,23456789,2,5905.942,-1.0,0.806,0.238,0.301,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.248,-1.0
hotel,rfc,0,islearn,0.3,34567890,3,5786.023,-1.0,0.812,0.255,0.311,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.265,-1.0
hotel,rfc,0,islearn,0.3,45678901,4,5718.552,-1.0,0.793,0.248,0.343,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.263,-1.0
hotel,rfc,0,islearn,0.3,56789012,5,5928.437,-1.0,0.787,0.223,0.304,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.236,-1.0
hotel,rfc,0,islearn,0.4,12345678,1,5286.534,-1.0,0.738,0.224,0.404,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.246,-1.0
hotel,rfc,0,islearn,0.4,23456789,2,5801.935,-1.0,0.747,0.246,0.407,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.267,-1.0
hotel,rfc,0,islearn,0.4,34567890,3,5566.572,-1.0,0.728,0.247,0.429,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.27,-1.0
hotel,rfc,0,islearn,0.4,45678901,4,5653.635,-1.0,0.74,0.251,0.437,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.274,-1.0
hotel,rfc,0,islearn,0.4,56789012,5,5500.492,-1.0,0.707,0.217,0.405,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.239,-1.0
hotel,rfc,0,islearn,0.5,12345678,1,5274.218,-1.0,0.635,0.205,0.502,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.233,-1.0
hotel,rfc,0,islearn,0.5,23456789,2,5479.969,-1.0,0.637,0.22,0.508,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.248,-1.0
hotel,rfc,0,islearn,0.5,34567890,3,4895.207,-1.0,0.597,0.216,0.532,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.245,-1.0
hotel,rfc,0,islearn,0.5,45678901,4,5338.519,-1.0,0.63,0.217,0.514,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.245,-1.0
hotel,rfc,0,islearn,0.5,56789012,5,5428.085,-1.0,0.646,0.224,0.507,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.252,-1.0
hotel,rfc,0,islearn,0.6,12345678,1,5064.902,-1.0,0.514,0.196,0.633,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.227,-1.0
hotel,rfc,0,islearn,0.6,23456789,2,5277.979,-1.0,0.537,0.215,0.628,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.248,-1.0
hotel,rfc,0,islearn,0.6,34567890,3,4853.279,-1.0,0.509,0.203,0.602,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.234,-1.0
hotel,rfc,0,islearn,0.6,45678901,4,4895.548,-1.0,0.533,0.209,0.618,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.241,-1.0
hotel,rfc,0,islearn,0.6,56789012,5,5394.645,-1.0,0.544,0.212,0.61,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.244,-1.0
hotel,rfc,0,islearn,0.7,12345678,1,4953.603,-1.0,0.418,0.187,0.716,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.219,-1.0
hotel,rfc,0,islearn,0.7,23456789,2,4958.631,-1.0,0.474,0.213,0.702,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.247,-1.0
hotel,rfc,0,islearn,0.7,34567890,3,4510.982,-1.0,0.448,0.209,0.704,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.243,-1.0
hotel,rfc,0,islearn,0.7,45678901,4,4743.57,-1.0,0.482,0.215,0.711,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.25,-1.0
hotel,rfc,0,islearn,0.7,56789012,5,5098.255,-1.0,0.454,0.209,0.715,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.243,-1.0
hotel,rfc,0,islearn,0.8,12345678,1,4770.873,-1.0,0.358,0.191,0.81,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.225,-1.0
hotel,rfc,0,islearn,0.8,23456789,2,4915.884,-1.0,0.338,0.199,0.812,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.234,-1.0
hotel,rfc,0,islearn,0.8,34567890,3,4261.918,-1.0,0.328,0.205,0.835,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.241,-1.0
hotel,rfc,0,islearn,0.8,45678901,4,4390.066,-1.0,0.403,0.214,0.813,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.251,-1.0
hotel,rfc,0,islearn,0.8,56789012,5,4877.468,-1.0,0.383,0.207,0.8,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.243,-1.0
hotel,rfc,0,tree,0.3,12345678,1,0.093,0.093,0.624,0.252,0.676,1,0,2,0.624,0.252,0.676,1,0,2,-1.0,0.288,0.288
hotel,rfc,0,tree,0.3,23456789,2,0.082,0.082,0.68,0.285,0.631,1,0,2,0.68,0.285,0.631,1,0,2,-1.0,0.32,0.32
hotel,rfc,0,tree,0.3,34567890,3,0.077,0.077,0.66,0.286,0.656,1,0,2,0.66,0.286,0.656,1,0,2,-1.0,0.322,0.322
hotel,rfc,0,tree,0.3,45678901,4,0.091,0.091,0.661,0.279,0.658,1,0,2,0.661,0.279,0.658,1,0,2,-1.0,0.315,0.315
hotel,rfc,0,tree,0.3,56789012,5,0.089,0.089,0.685,0.288,0.633,1,0,2,0.685,0.288,0.633,1,0,2,-1.0,0.323,0.323
hotel,rfc,0,tree,0.4,12345678,1,0.098,0.098,0.624,0.252,0.676,1,0,2,0.624,0.252,0.676,1,0,2,-1.0,0.288,0.288
hotel,rfc,0,tree,0.4,23456789,2,0.091,0.091,0.68,0.285,0.631,1,0,2,0.68,0.285,0.631,1,0,2,-1.0,0.32,0.32
hotel,rfc,0,tree,0.4,34567890,3,0.082,0.082,0.66,0.286,0.656,1,0,2,0.66,0.286,0.656,1,0,2,-1.0,0.322,0.322
hotel,rfc,0,tree,0.4,45678901,4,0.087,0.087,0.661,0.279,0.658,1,0,2,0.661,0.279,0.658,1,0,2,-1.0,0.315,0.315
hotel,rfc,0,tree,0.4,56789012,5,0.086,0.086,0.685,0.288,0.633,1,0,2,0.685,0.288,0.633,1,0,2,-1.0,0.323,0.323
hotel,rfc,0,tree,0.5,12345678,1,0.077,0.077,0.624,0.252,0.676,1,0,2,0.624,0.252,0.676,1,0,2,-1.0,0.288,0.288
hotel,rfc,0,tree,0.5,23456789,2,0.081,0.081,0.68,0.285,0.631,1,0,2,0.68,0.285,0.631,1,0,2,-1.0,0.32,0.32
hotel,rfc,0,tree,0.5,34567890,3,0.088,0.088,0.66,0.286,0.656,1,0,2,0.66,0.286,0.656,1,0,2,-1.0,0.322,0.322
hotel,rfc,0,tree,0.5,45678901,4,0.086,0.086,0.661,0.279,0.658,1,0,2,0.661,0.279,0.658,1,0,2,-1.0,0.315,0.315
hotel,rfc,0,tree,0.5,56789012,5,0.079,0.079,0.685,0.288,0.633,1,0,2,0.685,0.288,0.633,1,0,2,-1.0,0.323,0.323
hotel,rfc,0,tree,0.6,12345678,1,0.076,0.076,0.624,0.252,0.676,1,0,2,0.624,0.252,0.676,1,0,2,-1.0,0.288,0.288
hotel,rfc,0,tree,0.6,23456789,2,0.074,0.074,0.68,0.285,0.631,1,0,2,0.68,0.285,0.631,1,0,2,-1.0,0.32,0.32
hotel,rfc,0,tree,0.6,34567890,3,0.074,0.074,0.66,0.286,0.656,1,0,2,0.66,0.286,0.656,1,0,2,-1.0,0.322,0.322
hotel,rfc,0,tree,0.6,45678901,4,0.07,0.07,0.661,0.279,0.658,1,0,2,0.661,0.279,0.658,1,0,2,-1.0,0.315,0.315
hotel,rfc,0,tree,0.6,56789012,5,0.087,0.087,0.685,0.288,0.633,1,0,2,0.685,0.288,0.633,1,0,2,-1.0,0.323,0.323
hotel,rfc,0,tree,0.7,12345678,1,0.089,0.104,0.624,0.252,0.676,1,0,2,0.227,0.194,0.998,2,1,4,-1.0,0.288,0.231
hotel,rfc,0,tree,0.7,23456789,2,0.093,0.108,0.68,0.285,0.631,1,0,2,0.197,0.201,0.999,2,1,4,-1.0,0.32,0.239
hotel,rfc,0,tree,0.7,34567890,3,0.085,0.099,0.66,0.286,0.656,1,0,2,0.2,0.206,1.0,2,1,4,-1.0,0.322,0.245
hotel,rfc,0,tree,0.7,45678901,4,0.085,0.099,0.661,0.279,0.658,1,0,2,0.198,0.199,1.0,2,1,4,-1.0,0.315,0.237
hotel,rfc,0,tree,0.7,56789012,5,0.075,0.092,0.685,0.288,0.633,1,0,2,0.2,0.201,0.998,2,1,4,-1.0,0.323,0.239
hotel,rfc,0,tree,0.8,12345678,1,0.08,0.095,0.624,0.252,0.676,1,0,2,0.227,0.194,0.998,2,1,4,-1.0,0.288,0.231
hotel,rfc,0,tree,0.8,23456789,2,0.093,0.108,0.68,0.285,0.631,1,0,2,0.197,0.201,0.999,2,1,4,-1.0,0.32,0.239
hotel,rfc,0,tree,0.8,34567890,3,0.092,0.107,0.66,0.286,0.656,1,0,2,0.2,0.206,1.0,2,1,4,-1.0,0.322,0.245
hotel,rfc,0,tree,0.8,45678901,4,0.103,0.119,0.661,0.279,0.658,1,0,2,0.198,0.199,1.0,2,1,4,-1.0,0.315,0.237
hotel,rfc,0,tree,0.8,56789012,5,0.091,0.106,0.685,0.288,0.633,1,0,2,0.2,0.201,0.998,2,1,4,-1.0,0.323,0.239
hotel,rfc,2,bayesian,0.6,12345678,1,195.302,354.538,0.586,0.192,0.527,1,0,2,0.373,0.194,0.807,2,1,4,1.091,0.22,0.229
hotel,rfc,2,bayesian,0.6,23456789,2,161.737,161.738,0.234,0.153,0.685,0,0,1,0.234,0.153,0.685,0,0,1,1.089,0.181,0.181
hotel,rfc,2,bayesian,0.6,34567890,3,202.302,394.627,0.758,0.228,0.344,1,0,2,0.398,0.202,0.732,2,1,4,1.115,0.244,0.236
hotel,rfc,2,bayesian,0.6,45678901,4,224.644,417.307,0.763,0.218,0.331,1,0,2,0.477,0.21,0.698,2,1,4,1.075,0.234,0.244
hotel,rfc,2,bayesian,0.6,56789012,5,192.827,397.477,0.661,0.214,0.46,1,0,2,0.293,0.195,0.851,2,1,4,1.098,0.24,0.231
hotel,rfc,2,induction,0.6,12345678,1,28.556,31.932,0.514,0.189,0.606,0,0,1,0.273,0.204,0.819,0,0,1,1.546,0.219,0.24
hotel,rfc,2,induction,0.6,23456789,2,27.79,52.977,0.249,0.184,0.836,0,0,1,0.249,0.209,0.811,0,1,2,1.177,0.218,0.245
hotel,rfc,2,induction,0.6,34567890,3,33.655,37.749,0.511,0.204,0.604,0,0,1,0.256,0.217,0.821,0,1,2,1.208,0.235,0.254
hotel,rfc,2,induction,0.6,45678901,4,25.432,29.304,0.273,0.185,0.829,0,0,1,0.25,0.212,0.822,0,0,1,1.557,0.219,0.249
hotel,rfc,2,induction,0.6,56789012,5,21.869,28.253,0.506,0.202,0.623,0,0,1,0.506,0.226,0.612,0,1,2,1.125,0.234,0.259
hotel,rfc,2,islearn,0.6,12345678,1,226.768,-1.0,0.21,0.173,0.884,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.568,0.206,-1.0
hotel,rfc,2,islearn,0.6,23456789,2,203.679,-1.0,0.481,0.194,0.619,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.577,0.225,-1.0
hotel,rfc,2,islearn,0.6,34567890,3,225.556,-1.0,0.513,0.215,0.64,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.545,0.248,-1.0
hotel,rfc,2,islearn,0.6,45678901,4,216.248,-1.0,0.413,0.174,0.618,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.166,0.203,-1.0
hotel,rfc,2,islearn,0.6,56789012,5,201.231,-1.0,0.498,0.205,0.643,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.573,0.237,-1.0
hotel,rfc,2,tree,0.6,12345678,1,1.515,1.515,0.339,0.194,0.85,1,0,2,0.339,0.194,0.85,1,0,2,1.555,0.229,0.229
hotel,rfc,2,tree,0.6,23456789,2,1.514,1.514,0.295,0.202,0.88,1,0,2,0.295,0.202,0.88,1,0,2,1.579,0.239,0.239
hotel,rfc,2,tree,0.6,34567890,3,1.315,1.315,0.355,0.212,0.833,1,0,2,0.355,0.212,0.833,1,0,2,1.139,0.249,0.249
hotel,rfc,2,tree,0.6,45678901,4,1.242,1.242,0.339,0.208,0.872,1,0,2,0.339,0.208,0.872,1,0,2,1.11,0.245,0.245
hotel,rfc,2,tree,0.6,56789012,5,1.392,1.392,0.332,0.203,0.846,1,0,2,0.332,0.203,0.846,1,0,2,1.545,0.239,0.239
hotel,rfc,3,bayesian,0.6,12345678,1,222.752,436.794,0.707,0.205,0.403,1,0,2,0.413,0.181,0.696,2,1,4,1.088,0.227,0.212
hotel,rfc,3,bayesian,0.6,23456789,2,184.889,408.477,0.531,0.198,0.572,1,0,2,0.34,0.189,0.763,2,1,4,1.09,0.228,0.222
hotel,rfc,3,bayesian,0.6,34567890,3,183.589,561.732,0.832,0.231,0.242,1,0,2,0.245,0.196,0.884,3,2,6,1.107,0.233,0.232
hotel,rfc,3,bayesian,0.6,45678901,4,222.392,417.717,0.71,0.212,0.392,1,0,2,0.414,0.198,0.723,2,1,4,1.074,0.233,0.232
hotel,rfc,3,bayesian,0.6,56789012,5,186.48,186.481,0.316,0.197,0.831,1,0,2,0.316,0.197,0.831,1,0,2,1.096,0.232,0.232
hotel,rfc,3,induction,0.6,12345678,1,26.915,31.034,0.514,0.189,0.606,0,0,1,0.273,0.196,0.826,0,0,1,1.45,0.219,0.231
hotel,rfc,3,induction,0.6,23456789,2,35.723,51.615,0.249,0.184,0.836,0,0,1,0.249,0.202,0.822,0,1,2,1.556,0.218,0.238
hotel,rfc,3,induction,0.6,34567890,3,39.571,54.241,0.511,0.204,0.604,0,0,1,0.461,0.22,0.65,1,1,3,1.199,0.235,0.254
hotel,rfc,3,induction,0.6,45678901,4,38.013,49.272,0.273,0.185,0.829,0,0,1,0.273,0.202,0.812,0,0,1,1.497,0.219,0.238
hotel,rfc,3,induction,0.6,56789012,5,26.012,27.583,0.506,0.202,0.623,0,0,1,0.506,0.22,0.618,0,1,2,1.567,0.234,0.253
hotel,rfc,3,islearn,0.6,12345678,1,410.524,-1.0,0.352,0.174,0.731,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.171,0.205,-1.0
hotel,rfc,3,islearn,0.6,23456789,2,445.192,-1.0,0.457,0.188,0.624,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.145,0.219,-1.0
hotel,rfc,3,islearn,0.6,34567890,3,433.164,-1.0,0.464,0.201,0.647,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.169,0.233,-1.0
hotel,rfc,3,islearn,0.6,45678901,4,437.617,-1.0,0.446,0.178,0.601,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.113,0.207,-1.0
hotel,rfc,3,islearn,0.6,56789012,5,445.563,-1.0,0.458,0.2,0.672,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.139,0.233,-1.0
hotel,rfc,3,tree,0.6,12345678,1,1.343,1.343,0.339,0.194,0.85,1,0,2,0.339,0.194,0.85,1,0,2,1.447,0.229,0.229
hotel,rfc,3,tree,0.6,23456789,2,1.525,1.525,0.295,0.202,0.88,1,0,2,0.295,0.202,0.88,1,0,2,1.578,0.239,0.239
hotel,rfc,3,tree,0.6,34567890,3,1.417,1.417,0.355,0.212,0.833,1,0,2,0.355,0.212,0.833,1,0,2,1.578,0.249,0.249
hotel,rfc,3,tree,0.6,45678901,4,1.3,1.3,0.339,0.208,0.872,1,0,2,0.339,0.208,0.872,1,0,2,1.516,0.245,0.245
hotel,rfc,3,tree,0.6,56789012,5,1.443,1.443,0.332,0.203,0.846,1,0,2,0.332,0.203,0.846,1,0,2,1.156,0.239,0.239
hotel,rfc,4,bayesian,0.6,12345678,1,219.539,463.836,0.773,0.22,0.343,1,0,2,0.399,0.18,0.708,2,1,4,1.084,0.237,0.212
hotel,rfc,4,bayesian,0.6,23456789,2,196.112,610.238,0.572,0.192,0.504,1,0,2,0.262,0.191,0.863,3,2,6,1.092,0.219,0.226
hotel,rfc,4,bayesian,0.6,34567890,3,203.186,559.96,0.777,0.23,0.321,1,0,2,0.379,0.205,0.768,3,2,6,1.112,0.244,0.24
hotel,rfc,4,bayesian,0.6,45678901,4,226.656,429.453,0.639,0.208,0.476,1,0,2,0.45,0.197,0.675,2,1,4,1.08,0.234,0.23
hotel,rfc,4,bayesian,0.6,56789012,5,199.267,199.268,0.543,0.213,0.616,1,0,2,0.543,0.213,0.616,1,0,2,1.096,0.245,0.245
hotel,rfc,4,induction,0.6,12345678,1,32.562,45.73,0.514,0.189,0.606,0,0,1,0.273,0.196,0.826,0,0,1,1.137,0.219,0.231
hotel,rfc,4,induction,0.6,23456789,2,43.952,63.756,0.304,0.185,0.782,0,0,1,0.249,0.201,0.822,0,0,1,1.345,0.218,0.237
hotel,rfc,4,induction,0.6,34567890,3,39.965,64.919,0.511,0.204,0.604,0,0,1,0.256,0.208,0.828,0,0,1,1.362,0.235,0.245
hotel,rfc,4,induction,0.6,45678901,4,40.706,60.597,0.273,0.185,0.829,0,0,1,0.273,0.202,0.812,0,0,1,1.156,0.219,0.238
